Lat;Lon;LOS_ASC
-8.18958;112.70375;0.2993
-8.18875;112.70292;0.3405
-8.18875;112.70292;0.546
-8.18792;112.70292;0.6255
-8.18708;112.70292;0.5744
-8.18625;112.70292;0.6408
-8.18625;112.70292;0.7423
-8.18542;112.70208;0.8549
-8.18458;112.70208;0.5868
-8.18375;112.70208;1.0856
-8.18375;112.70208;1.0097
-8.18292;112.70208;0.9996
-8.18208;112.70208;0.6784
-8.18125;112.70125;0.8072
-8.18125;112.70125;0.9114
-8.18042;112.70125;0.6775
-8.17958;112.70125;0.6102
-8.17875;112.70125;0.9991
-8.17875;112.70125;0.8946
-8.17708;112.70042;0.8469
-8.17625;112.70042;1.0315
-8.17625;112.70042;1.0657
-8.17375;112.70042;1.3037
-8.17375;112.69958;1.5084
-8.17292;112.69958;1.5035
-8.17208;112.69958;1.6983
-8.17125;112.69958;1.7165
-8.17125;112.69958;1.6343
-8.17042;112.69958;1.6566
-8.16958;112.69875;1.7049
-8.16875;112.69875;1.6336
-8.16875;112.69875;1.7104
-8.16792;112.69875;1.5368
-8.16708;112.69875;1.5097
-8.16458;112.69792;1.6266
-8.16375;112.69792;1.8696
-8.16375;112.69792;1.9502
-8.16292;112.69792;1.8604
-8.16208;112.69792;1.4936
-8.16208;112.69708;1.6034
-8.15292;112.69542;2.2491
-8.15208;112.69542;2.2311
-8.15042;112.69542;2.0065
-8.14958;112.69458;1.3569
-8.14958;112.69458;1.5885
-8.14875;112.69458;1.7238
-8.14792;112.69458;1.786
-8.14708;112.69458;1.454
-8.14625;112.69458;1.8947
-8.14375;112.69375;1.5976
-8.14292;112.69375;1.3292
-8.14208;112.69292;1.4416
-8.14125;112.69292;1.1316
-8.14042;112.69292;1.2164
-8.13458;112.69208;1.4618
-8.13375;112.69125;1.2233
-8.13292;112.69125;1.9233
-8.13208;112.69125;1.6674
-8.13125;112.69125;1.7076
-8.37625;112.74458;-1.1296
-8.37375;112.74458;-0.6688
-8.37125;112.74375;-0.2717
-8.37042;112.74375;-0.19
-8.35208;112.74042;-1.2931
-8.28125;112.72708;0.1842
-8.28042;112.72708;0.3823
-8.25958;112.72375;1.0472
-8.25042;112.71875;1.6518
-8.25042;112.71875;1.5424
-8.24375;112.71625;1.6707
-8.24375;112.71625;1.404
-8.24208;112.71542;1.9858
-8.24125;112.71542;1.9786
-8.24125;112.71542;2.0656
-8.23958;112.71458;2.1859
-8.23958;112.71458;2.0115
-8.23875;112.71458;1.9832
-8.23792;112.71458;1.714
-8.23708;112.71458;1.73
-8.23708;112.71458;1.7836
-8.23625;112.71375;1.695
-8.23542;112.71375;1.6418
-8.22792;112.71208;1.6647
-8.22708;112.71208;1.032
-8.22708;112.71208;1.1928
-8.21458;112.70958;1.3748
-8.19042;112.70458;0.4032
-8.19042;112.70458;0.3263
-8.18958;112.70375;0.4714
-8.18792;112.70375;0.619
-8.18792;112.70375;0.5498
-8.18708;112.70375;0.7165
-8.18542;112.70375;0.9124
-8.18542;112.70292;0.9591
-8.18458;112.70292;0.8976
-8.18375;112.70292;0.9347
-8.18292;112.70292;0.9219
-8.18292;112.70292;0.9633
-8.18208;112.70292;0.9671
-8.18125;112.70208;0.9787
-8.17875;112.70208;1.3933
-8.17792;112.70208;0.9619
-8.17792;112.70125;0.9488
-8.17708;112.70125;0.5835
-8.17542;112.70125;1.4365
-8.17458;112.70125;1.3093
-8.17375;112.70125;1.1773
-8.17292;112.70042;1.5882
-8.17292;112.70042;1.6644
-8.17208;112.70042;1.5511
-8.17125;112.70042;1.7745
-8.17042;112.70042;1.5474
-8.17042;112.70042;1.7349
-8.16958;112.69958;1.8506
-8.16875;112.69958;1.1554
-8.16875;112.69958;1.614
-8.16792;112.69958;1.1857
-8.16708;112.69958;1.6027
-8.16625;112.69958;1.6886
-8.16458;112.69875;1.5173
-8.16375;112.69875;2.54
-8.16375;112.69875;1.6849
-8.16292;112.69875;2.3093
-8.16208;112.69792;1.7639
-8.16125;112.69792;1.9537
-8.15125;112.69625;1.7451
-8.15042;112.69625;1.6379
-8.14958;112.69542;1.7475
-8.14958;112.69542;1.6948
-8.14875;112.69542;1.8243
-8.14792;112.69542;1.5706
-8.14708;112.69542;1.9085
-8.14625;112.69458;1.8979
-8.14542;112.69458;1.9262
-8.14458;112.69458;1.6468
-8.14458;112.69458;1.7469
-8.14375;112.69458;1.6745
-8.13875;112.69375;1.4754
-8.13625;112.69292;1.8287
-8.13542;112.69292;1.7698
-8.13458;112.69292;1.7435
-8.13458;112.69292;1.6151
-8.13375;112.69208;1.5306
-8.13292;112.69208;1.3522
-8.13208;112.69208;1.4837
-8.13208;112.69208;1.8415
-8.13125;112.69208;1.8826
-8.12792;112.69125;1.6594
-8.12625;112.69125;1.6446
-8.12542;112.69042;1.604
-8.37375;112.74542;-0.8514
-8.36625;112.74375;-0.6479
-8.35542;112.74208;-0.8033
-8.27792;112.72708;0.4837
-8.27708;112.72708;0.5131
-8.25958;112.72458;1.0565
-8.24375;112.71708;1.9868
-8.24208;112.71625;1.9661
-8.24125;112.71625;1.7412
-8.23625;112.71458;2.1886
-8.22625;112.71292;0.9041
-8.21458;112.71042;1.3321
-8.20458;112.70792;1.0281
-8.19375;112.70542;-0.2744
-8.19292;112.70542;0.2355
-8.18958;112.70458;0.1133
-8.18958;112.70458;0.3783
-8.18875;112.70458;0.1957
-8.18792;112.70458;0.8246
-8.18708;112.70458;0.9289
-8.18708;112.70458;0.4747
-8.18625;112.70458;0.5115
-8.18542;112.70375;0.3223
-8.18458;112.70375;0.4849
-8.18458;112.70375;0.7267
-8.18375;112.70375;0.6226
-8.18292;112.70375;0.5877
-8.18208;112.70375;0.9484
-8.18208;112.70292;0.8581
-8.18125;112.70292;0.8337
-8.17875;112.70292;0.8157
-8.17792;112.70208;1.0424
-8.17792;112.70208;1.0091
-8.17708;112.70208;1.0282
-8.17542;112.70208;0.9773
-8.17458;112.70208;1.4244
-8.17375;112.70125;1.1722
-8.17292;112.70125;1.3963
-8.17292;112.70125;1.5815
-8.17208;112.70125;1.578
-8.17125;112.70125;1.3019
-8.17042;112.70125;1.4433
-8.17042;112.70042;1.9163
-8.16958;112.70042;2.1562
-8.16875;112.70042;1.6459
-8.16792;112.70042;1.883
-8.16792;112.70042;1.7128
-8.16292;112.69875;0.949
-8.16125;112.69875;1.919
-8.16042;112.69875;1.8047
-8.15125;112.69708;1.554
-8.15042;112.69625;2.0947
-8.14958;112.69625;1.7675
-8.14875;112.69625;1.6494
-8.14875;112.69625;1.7666
-8.14792;112.69625;1.9123
-8.14708;112.69625;1.6703
-8.14625;112.69542;1.7136
-8.14625;112.69542;2.0269
-8.13875;112.69375;1.3198
-8.13792;112.69375;1.5467
-8.13708;112.69375;1.9092
-8.13458;112.69375;1.5616
-8.13375;112.69292;1.5056
-8.13375;112.69292;1.7326
-8.13292;112.69292;1.4373
-8.13125;112.69292;1.7933
-8.13125;112.69292;1.6037
-8.13042;112.69208;1.2951
-8.12875;112.69208;1.007
-8.12875;112.69208;1.6973
-8.12792;112.69208;1.5123
-8.12708;112.69208;1.2447
-8.12625;112.69125;1.5898
-8.36875;112.74458;-0.6815
-8.27792;112.72792;0.4818
-8.26958;112.72625;0.5901
-8.24958;112.72042;1.2827
-8.24458;112.71792;2.4834
-8.24458;112.71792;1.7815
-8.24208;112.71708;2.0658
-8.22708;112.71375;1.3149
-8.22625;112.71375;1.1008
-8.22458;112.71292;1.25
-8.21458;112.71125;1.318
-8.20542;112.70875;0.5605
-8.20458;112.70875;1.1298
-8.20375;112.70875;0.8573
-8.19375;112.70708;0.4527
-8.19292;112.70625;0.4023
-8.19208;112.70625;0.2618
-8.19208;112.70625;0.149
-8.18875;112.70542;0.5387
-8.18792;112.70542;0.3471
-8.18708;112.70542;0.4521
-8.18625;112.70542;0.6472
-8.18625;112.70458;0.8346
-8.18542;112.70458;0.6571
-8.18458;112.70458;0.6551
-8.18375;112.70458;0.6057
-8.18375;112.70458;0.5029
-8.18292;112.70458;0.8447
-8.18208;112.70375;0.9652
-8.18208;112.70375;0.9104
-8.17792;112.70292;0.8762
-8.17708;112.70292;1.2228
-8.17708;112.70292;0.9059
-8.17625;112.70292;1.0258
-8.17375;112.70208;1.4248
-8.17292;112.70208;1.5272
-8.17208;112.70208;1.5892
-8.17208;112.70208;1.2717
-8.17125;112.70208;1.7147
-8.17042;112.70208;1.5806
-8.16958;112.70125;1.3142
-8.16958;112.70125;1.5281
-8.16875;112.70125;1.6622
-8.16792;112.70125;1.4136
-8.16708;112.70125;1.9349
-8.16542;112.70042;1.5384
-8.14958;112.69708;1.9459
-8.14875;112.69708;1.7894
-8.14792;112.69708;1.8565
-8.14792;112.69708;1.8604
-8.14708;112.69708;1.5596
-8.14625;112.69625;1.8904
-8.14542;112.69625;1.5615
-8.13792;112.69458;1.6913
-8.13708;112.69458;1.5712
-8.13625;112.69458;1.9016
-8.13458;112.69375;1.6022
-8.13375;112.69375;1.5101
-8.13292;112.69375;1.4002
-8.13292;112.69375;2.1133
-8.13208;112.69375;1.4677
-8.13042;112.69292;1.6298
-8.12958;112.69292;1.7394
-8.12875;112.69292;1.8249
-8.12792;112.69292;1.364
-8.12792;112.69292;1.7287
-8.12708;112.69292;1.6355
-8.12292;112.69208;1.9299
-8.28042;112.72875;0.5844
-8.27875;112.72875;0.4175
-8.27042;112.72708;0.4364
-8.26958;112.72708;0.728
-8.25042;112.72208;1.4001
-8.22708;112.71458;1.2276
-8.22042;112.71292;1.4906
-8.22042;112.71292;1.5924
-8.21958;112.71292;1.6101
-8.21458;112.71208;1.1594
-8.20375;112.70958;0.8389
-8.20292;112.70958;0.964
-8.20292;112.70958;0.2543
-8.20125;112.70875;0.8869
-8.19375;112.70708;0.1644
-8.19292;112.70708;0.8389
-8.19292;112.70708;0.8651
-8.18875;112.70625;0.3668
-8.18792;112.70625;0.3769
-8.18708;112.70625;0.7144
-8.18625;112.70625;0.6654
-8.18625;112.70542;0.6788
-8.18542;112.70542;0.7307
-8.18458;112.70542;0.7261
-8.18375;112.70542;1.0397
-8.18375;112.70542;1.015
-8.18292;112.70542;0.9817
-8.17875;112.70458;0.7362
-8.17792;112.70375;0.7808
-8.17708;112.70375;0.9165
-8.17625;112.70375;0.3842
-8.17625;112.70375;0.9844
-8.17542;112.70375;0.6518
-8.17458;112.70375;0.9721
-8.17375;112.70292;1.2747
-8.17292;112.70292;1.3569
-8.17208;112.70292;1.5887
-8.17125;112.70292;1.5612
-8.17125;112.70292;1.5238
-8.17042;112.70208;1.8258
-8.16875;112.70208;1.361
-8.16875;112.70208;1.6381
-8.16792;112.70208;1.5786
-8.16542;112.70125;1.3823
-8.16458;112.70125;1.5537
-8.14875;112.69792;1.5239
-8.14542;112.69708;1.6479
-8.13708;112.69542;2.2916
-8.13708;112.69542;1.7848
-8.13458;112.69458;1.0491
-8.13292;112.69458;1.1182
-8.13292;112.69458;2.0465
-8.13208;112.69458;1.7077
-8.13042;112.69375;1.466
-8.12958;112.69375;1.7074
-8.12875;112.69375;1.8545
-8.12792;112.69375;1.5936
-8.12792;112.69375;1.6986
-8.12708;112.69375;1.6341
-8.12292;112.69208;1.8129
-8.35958;112.74542;-1.1559
-8.35125;112.74375;-1.0116
-8.27208;112.72875;0.615
-8.27125;112.72875;0.8679
-8.27042;112.72792;0.5518
-8.27042;112.72792;0.4203
-8.26958;112.72792;0.2788
-8.26875;112.72792;0.4877
-8.25125;112.72292;1.3187
-8.22042;112.71375;1.0723
-8.21958;112.71375;1.4802
-8.21458;112.71292;1.0252
-8.21458;112.71292;1.08
-8.20375;112.71042;1.1387
-8.20292;112.71042;0.7935
-8.20208;112.71042;0.7943
-8.20208;112.70958;1.1035
-8.20125;112.70958;0.6629
-8.19375;112.70792;0.5911
-8.19292;112.70792;0.6715
-8.19292;112.70792;0.3703
-8.19208;112.70792;0.9598
-8.19125;112.70792;0.6611
-8.18708;112.70708;0.814
-8.18625;112.70625;0.5366
-8.18542;112.70625;0.6604
-8.18458;112.70625;0.9075
-8.18375;112.70625;0.7701
-8.18292;112.70625;0.766
-8.18292;112.70542;0.8221
-8.18208;112.70542;0.8415
-8.18125;112.70542;0.9819
-8.17875;112.70542;0.9101
-8.17792;112.70458;0.9396
-8.17792;112.70458;0.9812
-8.17708;112.70458;0.887
-8.17458;112.70375;1.2513
-8.17375;112.70375;1.3996
-8.17292;112.70375;1.2822
-8.17292;112.70375;1.5066
-8.17208;112.70375;1.4633
-8.17125;112.70375;1.5815
-8.17042;112.70292;1.8086
-8.17042;112.70292;1.5856
-8.16958;112.70292;1.1734
-8.16875;112.70292;1.6074
-8.16792;112.70292;1.5757
-8.16792;112.70292;1.6844
-8.16542;112.70208;1.9929
-8.15792;112.70042;1.2266
-8.15708;112.70042;1.7509
-8.15625;112.70042;1.4538
-8.15625;112.70042;1.7927
-8.14958;112.69875;1.4903
-8.14958;112.69875;1.5823
-8.13292;112.69542;1.4772
-8.13208;112.69542;1.4048
-8.13208;112.69542;1.4868
-8.13042;112.69458;1.9139
-8.12958;112.69458;1.624
-8.12875;112.69458;1.6035
-8.12792;112.69458;1.8738
-8.12708;112.69458;1.6834
-8.12708;112.69375;1.6914
-8.12292;112.69375;1.8678
-8.35292;112.74458;-1.1751
-8.35042;112.74458;-1.2507
-8.27125;112.72875;0.6095
-8.27042;112.72875;0.4663
-8.26958;112.72875;0.7198
-8.26958;112.72875;0.7652
-8.26792;112.72875;0.7974
-8.25125;112.72375;0.4193
-8.25125;112.72375;1.0221
-8.24125;112.71958;2.3893
-8.22042;112.71458;1.1846
-8.21625;112.71458;1.0714
-8.21542;112.71375;1.261
-8.21458;112.71375;0.6936
-8.20292;112.71125;0.9322
-8.20208;112.71042;0.7564
-8.20208;112.71042;1.1553
-8.19292;112.70875;0.8774
-8.19208;112.70875;0.4374
-8.19208;112.70875;0.946
-8.18875;112.70792;0.6088
-8.18542;112.70708;0.6715
-8.18458;112.70708;0.7719
-8.18458;112.70708;0.708
-8.18375;112.70708;0.9415
-8.18208;112.70625;0.992
-8.18208;112.70625;0.8563
-8.17958;112.70625;0.9714
-8.17958;112.70625;0.7675
-8.17875;112.70542;0.8759
-8.17708;112.70542;1.0916
-8.17625;112.70542;1.0857
-8.17542;112.70542;1.0186
-8.17375;112.70458;1.1664
-8.17292;112.70458;1.327
-8.17208;112.70458;1.5182
-8.17208;112.70458;1.5349
-8.17125;112.70458;1.5251
-8.17042;112.70375;1.4413
-8.16958;112.70375;1.5485
-8.16958;112.70375;1.5845
-8.16875;112.70375;1.4702
-8.16792;112.70375;1.2898
-8.16708;112.70375;1.5076
-8.16625;112.70292;1.2884
-8.16542;112.70292;1.7909
-8.15708;112.70125;1.9141
-8.15625;112.70125;1.7334
-8.15542;112.70125;1.8776
-8.14958;112.69958;1.9265
-8.13125;112.69625;1.6016
-8.13125;112.69542;1.4907
-8.13042;112.69542;1.5024
-8.12958;112.69542;1.6673
-8.12875;112.69542;1.4915
-8.12875;112.69542;1.6716
-8.12792;112.69542;1.63
-8.12708;112.69458;2.0499
-8.12625;112.69458;1.661
-8.12542;112.69458;1.4495
-8.12458;112.69458;1.5075
-8.12375;112.69458;1.7859
-8.12292;112.69375;2.0051
-8.35375;112.74542;-1.4221
-8.35042;112.74542;-1.1308
-8.26792;112.72875;0.804
-8.26375;112.72792;1.0553
-8.25292;112.72542;1.198
-8.24125;112.71958;2.5001
-8.22708;112.71708;1.188
-8.22292;112.71625;1.1205
-8.22292;112.71625;1.0582
-8.22042;112.71542;1.1743
-8.21625;112.71458;1.4648
-8.21542;112.71458;1.4494
-8.21542;112.71458;0.7029
-8.21458;112.71458;0.777
-8.20292;112.71125;0.9306
-8.20208;112.71125;0.6814
-8.19125;112.70958;0.5022
-8.19125;112.70875;0.7019
-8.19042;112.70875;0.3563
-8.18208;112.70708;1.0211
-8.18125;112.70708;0.677
-8.17958;112.70708;0.8015
-8.17625;112.70625;1.0109
-8.17625;112.70625;1.0209
-8.17542;112.70542;1.07
-8.17208;112.70542;1.0008
-8.17208;112.70542;1.1628
-8.17125;112.70458;1.2784
-8.17042;112.70458;1.3496
-8.16958;112.70458;1.5646
-8.16958;112.70458;1.5844
-8.16875;112.70458;1.463
-8.16792;112.70458;1.3438
-8.16625;112.70375;1.148
-8.15625;112.70208;1.8453
-8.15542;112.70208;1.6118
-8.15042;112.70042;1.5804
-8.15042;112.70042;1.9384
-8.14958;112.70042;1.6737
-8.14875;112.70042;1.5847
-8.13125;112.69625;1.2728
-8.13042;112.69625;1.6056
-8.13042;112.69625;1.6743
-8.12958;112.69625;1.1482
-8.12875;112.69625;1.7071
-8.12792;112.69625;1.2462
-8.12792;112.69625;1.6219
-8.12292;112.69458;1.7567
-8.35125;112.74625;-0.6002
-8.35042;112.74542;-0.9516
-8.34958;112.74542;-0.7347
-8.26792;112.72958;1.0247
-8.26375;112.72875;1.1
-8.25292;112.72625;1.146
-8.25208;112.72542;0.8716
-8.22375;112.71708;0.9708
-8.22292;112.71708;0.9205
-8.22208;112.71708;1.2972
-8.22125;112.71625;0.7396
-8.22042;112.71625;1.0171
-8.21375;112.71458;1.3013
-8.19125;112.70958;0.7208
-8.19042;112.70958;0.5946
-8.19042;112.70958;0.5228
-8.18958;112.70958;0.6383
-8.18875;112.70958;0.4795
-8.18792;112.70958;0.7709
-8.18792;112.70875;0.5769
-8.17042;112.70542;1.147
-8.16958;112.70542;1.3278
-8.16875;112.70542;1.3978
-8.16875;112.70542;1.5843
-8.16625;112.70458;1.5324
-8.16375;112.70458;1.2601
-8.15625;112.70292;1.6401
-8.15542;112.70208;1.6597
-8.15458;112.70208;1.3032
-8.15458;112.70208;1.8124
-8.15375;112.70208;1.828
-8.15292;112.70208;2.4518
-8.15042;112.70125;2.3585
-8.14958;112.70125;1.6515
-8.14958;112.70125;1.7447
-8.12875;112.69708;1.4578
-8.12792;112.69708;1.6014
-8.35542;112.74792;-1.7034
-8.35125;112.74708;-1.1756
-8.34958;112.74625;-0.7947
-8.34875;112.74625;-0.9051
-8.26708;112.73042;0.9851
-8.25292;112.72708;0.7202
-8.23875;112.72125;1.3887
-8.23875;112.72125;2.2085
-8.23792;112.72125;2.1198
-8.22208;112.71708;0.9227
-8.22125;112.71708;1.0158
-8.22042;112.71708;1.1995
-8.21375;112.71542;1.1657
-8.21292;112.71542;2.1864
-8.21125;112.71542;0.7947
-8.19375;112.71125;0.6816
-8.19292;112.71125;0.7314
-8.19125;112.71042;0.7044
-8.19042;112.71042;0.607
-8.19042;112.71042;0.8094
-8.18958;112.71042;0.6106
-8.18875;112.71042;0.3174
-8.18792;112.71042;0.7258
-8.18792;112.70958;0.8054
-8.17875;112.70792;1.1053
-8.17208;112.70708;1.173
-8.17125;112.70625;0.9233
-8.17042;112.70625;1.2047
-8.17042;112.70625;1.1767
-8.16958;112.70625;1.3171
-8.16875;112.70625;1.4163
-8.16792;112.70625;1.4959
-8.16792;112.70542;0.9616
-8.16708;112.70542;1.3013
-8.16625;112.70542;1.5857
-8.16375;112.70458;1.3985
-8.16292;112.70458;1.4225
-8.15625;112.70375;1.0795
-8.15625;112.70292;1.7669
-8.15542;112.70292;1.6191
-8.15458;112.70292;1.6116
-8.15375;112.70292;2.0803
-8.15375;112.70292;1.7226
-8.15292;112.70292;1.5013
-8.14958;112.70208;1.8411
-8.14875;112.70208;1.787
-8.14875;112.70208;1.5286
-8.12875;112.69792;1.5621
-8.12792;112.69708;1.5417
-8.12625;112.69708;1.4563
-8.12542;112.69708;1.1476
-8.34875;112.74708;-0.9637
-8.34792;112.74708;-0.488
-8.26708;112.73125;1.1183
-8.26708;112.73125;0.7217
-8.26625;112.73042;1.1269
-8.26542;112.73042;1.0078
-8.26208;112.73042;0.9742
-8.26042;112.73042;1.2832
-8.25958;112.73042;1.4912
-8.25958;112.73042;1.4503
-8.23792;112.72208;2.6191
-8.23792;112.72208;2.4358
-8.23708;112.72125;1.9947
-8.23458;112.72125;1.8588
-8.23375;112.72125;2.1571
-8.22125;112.71792;0.9619
-8.22042;112.71792;1.0819
-8.21958;112.71792;0.9343
-8.21792;112.71708;0.6087
-8.21458;112.71708;0.7717
-8.21375;112.71625;0.8161
-8.21375;112.71625;1.4664
-8.21292;112.71625;1.5825
-8.21208;112.71625;1.6085
-8.21125;112.71625;2.3183
-8.19458;112.71208;0.7055
-8.19458;112.71208;0.967
-8.19375;112.71208;0.7248
-8.19292;112.71208;0.8538
-8.19125;112.71125;0.724
-8.18792;112.71125;0.9174
-8.18708;112.71042;0.7369
-8.17875;112.70875;0.8559
-8.17792;112.70875;0.8033
-8.17708;112.70875;0.924
-8.17708;112.70875;1.0267
-8.17125;112.70708;1.3296
-8.17042;112.70708;1.2402
-8.16958;112.70708;1.3473
-8.16958;112.70708;0.8626
-8.16875;112.70708;1.3064
-8.16792;112.70625;1.2271
-8.16708;112.70625;1.3762
-8.16708;112.70625;1.4773
-8.16375;112.70542;1.2552
-8.15625;112.70458;1.3834
-8.15542;112.70375;1.3623
-8.15542;112.70375;1.3799
-8.15292;112.70375;1.0493
-8.15292;112.70375;1.6174
-8.14625;112.70208;1.6197
-8.12875;112.69875;1.7657
-8.12875;112.69875;1.6715
-8.12708;112.69792;1.3418
-8.12458;112.69792;1.2143
-8.12375;112.69708;1.4723
-8.12375;112.69708;1.51
-8.34708;112.74792;-0.8535
-8.26542;112.73125;1.0059
-8.26458;112.73125;1.395
-8.26375;112.73125;1.1969
-8.25375;112.72875;0.8428
-8.25292;112.72875;0.5748
-8.23792;112.72292;2.5071
-8.23708;112.72208;1.7421
-8.23708;112.72208;2.2122
-8.23375;112.72125;1.8881
-8.23292;112.72125;1.8583
-8.23125;112.72125;1.6616
-8.22208;112.71875;0.7324
-8.22125;112.71875;0.7039
-8.22042;112.71875;-0.5748
-8.21875;112.71792;1.0013
-8.21792;112.71792;1.1803
-8.21708;112.71792;0.9502
-8.21625;112.71792;1.1494
-8.21542;112.71792;1.6498
-8.21458;112.71708;1.6073
-8.21375;112.71708;1.2534
-8.19542;112.71292;0.583
-8.19375;112.71292;0.8782
-8.19292;112.71292;0.9067
-8.19208;112.71208;0.9789
-8.19125;112.71208;0.8414
-8.19125;112.71208;0.7255
-8.18792;112.71125;0.833
-8.18708;112.71125;0.6787
-8.18625;112.71125;1.0048
-8.17875;112.70958;0.8653
-8.17875;112.70958;0.8571
-8.17792;112.70958;0.8049
-8.17708;112.70958;1.2205
-8.17042;112.70792;1.2395
-8.16875;112.70792;0.9357
-8.16875;112.70708;1.3019
-8.16792;112.70708;0.8859
-8.16708;112.70708;1.7704
-8.16708;112.70708;1.2723
-8.16625;112.70708;1.148
-8.16458;112.70708;1.3297
-8.16208;112.70625;1.2956
-8.15708;112.70542;0.4591
-8.15708;112.70542;1.2344
-8.15625;112.70458;1.4458
-8.15458;112.70458;1.2234
-8.15375;112.70458;1.0335
-8.15208;112.70375;1.3279
-8.15125;112.70375;1.5042
-8.15042;112.70375;1.8311
-8.15042;112.70375;1.6377
-8.14958;112.70375;1.2791
-8.14625;112.70292;1.8226
-8.14542;112.70292;1.6186
-8.14542;112.70292;1.4428
-8.12708;112.69875;1.159
-8.12375;112.69792;0.7721
-8.12292;112.69792;1.801
-8.36625;112.75042;-1.1233
-8.35542;112.74958;-1.2953
-8.35458;112.74958;-1.2822
-8.35375;112.74958;-0.802
-8.35375;112.74958;-1.3316
-8.35292;112.74958;-0.6658
-8.35208;112.74875;-1.1561
-8.33458;112.74542;-0.4626
-8.26542;112.73208;0.6934
-8.26458;112.73208;0.4496
-8.26375;112.73208;1.2929
-8.26375;112.73208;1.4514
-8.26292;112.73208;1.3427
-8.26208;112.73208;1.3925
-8.23375;112.72208;1.5602
-8.23292;112.72208;2.0608
-8.23208;112.72208;2.0237
-8.23208;112.72208;1.5005
-8.21875;112.71875;0.9521
-8.21792;112.71875;1.0708
-8.21708;112.71875;1.1182
-8.21708;112.71875;1.2916
-8.21625;112.71875;1.1404
-8.21542;112.71875;1.0468
-8.21458;112.71792;1.6339
-8.21458;112.71792;1.3731
-8.21375;112.71792;1.6508
-8.19375;112.71375;1.1344
-8.19292;112.71375;0.8673
-8.19292;112.71375;0.9643
-8.19208;112.71292;1.0476
-8.19125;112.71292;0.8037
-8.19042;112.71292;0.8822
-8.19042;112.71292;1.1105
-8.18792;112.71208;0.7519
-8.18708;112.71208;0.6956
-8.18625;112.71208;0.5181
-8.18542;112.71208;0.7334
-8.17875;112.71042;0.9636
-8.17792;112.71042;0.9403
-8.17042;112.70875;0.9549
-8.16875;112.70792;1.1783
-8.16792;112.70792;1.3147
-8.15208;112.70458;1.5142
-8.15208;112.70458;1.4225
-8.15125;112.70458;1.6602
-8.15042;112.70458;1.4354
-8.14958;112.70458;1.2341
-8.14958;112.70458;1.763
-8.14542;112.70375;1.4545
-8.14458;112.70292;1.6207
-8.14458;112.70292;2.2772
-8.14375;112.70292;1.3185
-8.13958;112.70208;1.7662
-8.13958;112.70208;1.496
-8.13875;112.70208;1.1754
-8.13708;112.70208;1.6769
-8.13625;112.70125;1.6419
-8.12458;112.69875;1.2012
-8.12375;112.69875;1.094
-8.12292;112.69875;1.2182
-8.36375;112.75042;-1.1507
-8.35292;112.75042;-0.9126
-8.30125;112.74042;-0.102
-8.30042;112.74042;0.2285
-8.29958;112.74042;0.1872
-8.26458;112.73292;0.9804
-8.23625;112.72375;2.3776
-8.23542;112.72375;2.1714
-8.23375;112.72292;1.4542
-8.23375;112.72292;1.5277
-8.23208;112.72292;1.8375
-8.23042;112.72292;1.461
-8.21542;112.71958;1.371
-8.21375;112.71875;1.5902
-8.21375;112.71875;0.9514
-8.20625;112.71708;1.1512
-8.20542;112.71708;1.2078
-8.19458;112.71458;1.1933
-8.19375;112.71458;0.8601
-8.19292;112.71458;0.2908
-8.19208;112.71375;0.9049
-8.19208;112.71375;0.606
-8.19125;112.71375;0.5323
-8.19042;112.71375;0.8484
-8.18958;112.71375;0.4602
-8.18625;112.71292;0.7772
-8.18542;112.71292;0.9217
-8.18458;112.71292;0.6211
-8.17792;112.71125;0.8543
-8.17208;112.70958;0.9837
-8.16958;112.70958;0.8888
-8.16875;112.70875;1.0427
-8.16792;112.70875;0.9832
-8.16792;112.70875;0.8064
-8.15292;112.70542;1.3115
-8.15208;112.70542;1.3422
-8.15125;112.70542;1.8279
-8.15125;112.70542;1.6711
-8.15042;112.70542;1.1795
-8.14958;112.70542;1.6451
-8.14375;112.70375;1.8215
-8.14292;112.70375;1.8714
-8.13875;112.70292;1.9125
-8.13792;112.70292;2.1064
-8.13708;112.70292;1.6185
-8.13625;112.70208;1.8347
-8.13625;112.70208;1.9067
-8.13042;112.70125;1.5058
-8.12375;112.69958;1.5157
-8.12292;112.69958;1.4064
-8.35458;112.75125;-1.07
-8.30042;112.74125;-0.2716
-8.29958;112.74125;-0.1281
-8.26542;112.73375;1.3425
-8.25792;112.73292;0.7392
-8.25708;112.73292;1.137
-8.23792;112.72458;2.0494
-8.23708;112.72458;2.2571
-8.23625;112.72458;1.7977
-8.23542;112.72458;1.9959
-8.23042;112.72375;1.9306
-8.21542;112.71958;1.4141
-8.21375;112.71958;1.8436
-8.21375;112.71958;1.511
-8.21292;112.71958;1.1453
-8.20792;112.71875;1.0785
-8.20625;112.71792;1.0952
-8.20625;112.71792;1.277
-8.20542;112.71792;1.2667
-8.19458;112.71542;0.8215
-8.19375;112.71542;0.4629
-8.19375;112.71542;1.0242
-8.19292;112.71542;0.676
-8.19208;112.71458;0.9954
-8.19125;112.71458;0.9708
-8.19125;112.71458;0.6403
-8.18625;112.71375;0.1832
-8.18208;112.71292;0.5993
-8.17208;112.71042;1.4011
-8.17208;112.71042;0.7693
-8.17042;112.71042;1.1106
-8.16958;112.71042;0.9489
