Lat;Lon;θ
-8.15625;112.28792;30.79784775
-8.14542;112.28542;30.79862404
-8.14458;112.28542;30.7996769
-8.14292;112.28542;30.80242729
-8.14208;112.28458;30.7977047
-8.14208;112.28458;30.7977047
-8.13458;112.28292;30.79820251
-8.12958;112.28208;30.80001068
-8.12958;112.28208;30.80001068
-8.12875;112.28208;30.80113602
-8.12792;112.28208;30.80249023
-8.12708;112.28208;30.80375099
-8.12708;112.28208;30.80375099
-8.12625;112.28125;30.79911995
-8.12542;112.28125;30.80047798
-8.28292;112.31875;30.78913116
-8.28125;112.31875;30.79236412
-8.27708;112.31625;30.78894424
-8.26542;112.31458;30.79057121
-8.25708;112.31292;30.79245949
-8.23042;112.30625;30.80039978
-8.22208;112.30458;30.80073547
-8.22125;112.30375;30.79432869
-8.21375;112.30292;30.79999733
-8.21292;112.30292;30.80112267
-8.21292;112.30208;30.7949295
-8.15792;112.28958;30.80722809
-8.14625;112.28625;30.80356979
-8.14625;112.28625;30.80356979
-8.14458;112.28625;30.80583191
-8.14292;112.28625;30.8085289
-8.14125;112.28542;30.80510521
-8.14125;112.28542;30.80510521
-8.14042;112.28542;30.80678558
-8.12875;112.28292;30.80766678
-8.12875;112.28292;30.80766678
-8.12792;112.28292;30.80884361
-8.12708;112.28292;30.81028557
-8.12625;112.28208;30.80523682
-8.12542;112.28208;30.80696678
-8.12458;112.28208;30.80830765
-8.28542;112.32042;30.79805374
-8.27708;112.31708;30.79475403
-8.26542;112.31542;30.79625702
-8.26458;112.31542;30.79789925
-8.26458;112.31542;30.79789925
-8.25708;112.31375;30.79901695
-8.25708;112.31375;30.79901695
-8.24292;112.30958;30.79979134
-8.22375;112.30542;30.80540466
-8.22292;112.30542;30.80625153
-8.22208;112.30542;30.80736542
-8.22208;112.30542;30.80736542
-8.21375;112.30375;30.80633163
-8.21292;112.30375;30.80777931
-8.16208;112.29042;30.80705643
-8.15792;112.29042;30.81359673
-8.15708;112.28958;30.80870247
-8.15625;112.28958;30.81046867
-8.15542;112.28958;30.81201935
-8.14542;112.28708;30.81083679
-8.14458;112.28708;30.81236649
-8.14375;112.28708;30.81347466
-8.14292;112.28708;30.8149395
-8.14292;112.28708;30.8149395
-8.14125;112.28625;30.81121254
-8.14042;112.28625;30.81300735
-8.14042;112.28625;30.81300735
-8.13042;112.28458;30.81725121
-8.13042;112.28375;30.81124115
-8.12875;112.28375;30.81426239
-8.12792;112.28375;30.81566238
-8.12792;112.28375;30.81566238
-8.12708;112.28375;30.81684685
-8.12458;112.28292;30.81438065
-8.12375;112.28292;30.81586075
-8.12292;112.28292;30.81765175
-8.12292;112.28292;30.81765175
-8.28542;112.32125;30.80455589
-8.27708;112.31792;30.80148888
-8.27125;112.31792;30.80565834
-8.27042;112.31708;30.80056763
-8.26792;112.31708;30.80485535
-8.26542;112.31625;30.80277061
-8.25708;112.31458;30.80579185
-8.25708;112.31458;30.80579185
-8.25208;112.31292;30.8062191
-8.23125;112.30792;30.81203651
-8.22292;112.30625;30.81306839
-8.21375;112.30458;30.81407166
-8.16292;112.29208;30.81935883
-8.16125;112.29125;30.81575012
-8.16125;112.29125;30.81575012
-8.14458;112.28792;30.81820679
-8.14458;112.28792;30.81820679
-8.14375;112.28792;30.81971169
-8.14292;112.28792;30.82114029
-8.14208;112.28792;30.82256317
-8.14208;112.28708;30.81599998
-8.14125;112.28708;30.81777382
-8.14042;112.28708;30.81943893
-8.12958;112.28458;30.81869125
-8.12708;112.28458;30.82322121
-8.27042;112.31875;30.81343269
-8.26792;112.31792;30.81207085
-8.25708;112.31542;30.8109436
-8.25625;112.31542;30.81253624
-8.25292;112.31458;30.81416321
-8.25208;112.31375;30.81124306
-8.24625;112.31208;30.81296539
-8.23542;112.30958;30.81716919
-8.23125;112.30875;30.81864548
-8.22458;112.30708;30.81726265
-8.22375;112.30708;30.81819344
-8.22375;112.30708;30.81819344
-8.16625;112.29375;30.82658005
-8.16208;112.29292;30.82736778
-8.14542;112.28875;30.82332611
-8.14375;112.28875;30.826231
-8.14375;112.28875;30.826231
-8.14292;112.28875;30.82738495
-8.14125;112.28792;30.82419014
-8.14125;112.28792;30.82419014
-8.14042;112.28792;30.82561302
-8.13125;112.28625;30.82859802
-8.13125;112.28625;30.82859802
-8.12958;112.28542;30.82496071
-8.12875;112.28542;30.82649231
-8.12875;112.28542;30.82649231
-8.12792;112.28542;30.82790947
-8.12708;112.28542;30.82917976
-8.12625;112.28542;30.83068466
-8.12625;112.28458;30.82439613
-8.28208;112.32208;30.81619072
-8.27125;112.31958;30.81851959
-8.27042;112.31958;30.81993866
-8.26958;112.31958;30.8211174
-8.26958;112.31875;30.81524658
-8.26792;112.31875;30.81819725
-8.26125;112.31708;30.81753922
-8.22542;112.30792;30.82158089
-8.22542;112.30792;30.82158089
-8.22458;112.30792;30.82318878
-8.16625;112.29458;30.83259964
-8.15958;112.29292;30.83111
-8.14625;112.29042;30.83462334
-8.14542;112.28958;30.82987404
-8.14375;112.28958;30.83250999
-8.14292;112.28958;30.83350372
-8.14292;112.28958;30.83350372
-8.14208;112.28958;30.83500671
-8.14125;112.28875;30.83024216
-8.13375;112.28708;30.83082771
-8.13292;112.28708;30.83212471
-8.13292;112.28708;30.83212471
-8.13208;112.28708;30.83355522
-8.13125;112.28708;30.83480453
-8.13042;112.28708;30.83609772
-8.12875;112.28625;30.83265114
-8.12792;112.28625;30.83407784
-8.12792;112.28625;30.83407784
-8.12542;112.28542;30.83215332
-8.12542;112.28542;30.83215332
-8.27958;112.32208;30.82176399
-8.26958;112.31958;30.8211174
-8.26792;112.31958;30.82455826
-8.26708;112.31958;30.82489014
-8.26375;112.31875;30.82505226
-8.26125;112.31792;30.82377625
-8.22458;112.30875;30.8290081
-8.21292;112.30625;30.82858467
-8.15958;112.29375;30.83788681
-8.14625;112.29125;30.84217453
-8.14542;112.29042;30.83612251
-8.14458;112.29042;30.83713722
-8.14375;112.29042;30.83906174
-8.14292;112.29042;30.83999062
-8.14208;112.29042;30.84139442
-8.14208;112.28958;30.83500671
-8.14125;112.28958;30.83663368
-8.13708;112.28875;30.83750916
-8.13708;112.28875;30.83750916
-8.13292;112.28792;30.8383255
-8.13208;112.28792;30.83975601
-8.13208;112.28792;30.83975601
-8.13125;112.28792;30.84109688
-8.13042;112.28792;30.84248924
-8.12875;112.28708;30.83916092
-8.12792;112.28708;30.8404541
-8.12708;112.28708;30.84161949
-8.12708;112.28708;30.84161949
-8.12625;112.28708;30.84317207
-8.12542;112.28625;30.8385601
-8.12542;112.28625;30.8385601
-8.12458;112.28625;30.83966064
-8.28208;112.32375;30.82811928
-8.27292;112.32125;30.8288002
-8.26875;112.32042;30.82831955
-8.26875;112.32042;30.82831955
-8.26792;112.32042;30.82981491
-8.26708;112.32042;30.83089638
-8.26208;112.31958;30.83373451
-8.26125;112.31875;30.82937622
-8.23458;112.31208;30.83746147
-8.21292;112.30708;30.83530045
-8.21208;112.30708;30.83712196
-8.18625;112.30042;30.83801079
-8.18542;112.30042;30.8387661
-8.18542;112.30042;30.8387661
-8.16042;112.29458;30.84291077
-8.15792;112.29458;30.84647369
-8.15708;112.29375;30.84162521
-8.15625;112.29375;30.84329796
-8.15042;112.29292;30.84723282
-8.14708;112.29208;30.8471508
-8.14625;112.29208;30.84866333
-8.14625;112.29125;30.84217453
-8.14458;112.29125;30.84504509
-8.14375;112.29125;30.84679794
-8.14208;112.29125;30.84910202
-8.14125;112.29042;30.84276199
-8.13625;112.28958;30.84548569
-8.13625;112.28958;30.84548569
-8.13125;112.28875;30.84757042
-8.13042;112.28875;30.84867668
-8.12958;112.28792;30.84387779
-8.12958;112.28792;30.84387779
-8.12708;112.28792;30.84774017
-8.12708;112.28792;30.84774017
-8.12625;112.28792;30.84949112
-8.12458;112.28708;30.84592628
-8.28125;112.32458;30.83565712
-8.27625;112.32292;30.83421135
-8.27542;112.32292;30.83616066
-8.27458;112.32292;30.83693695
-8.27375;112.32292;30.83882141
-8.26958;112.32208;30.83981705
-8.26875;112.32125;30.83418274
-8.26792;112.32125;30.83507538
-8.26708;112.32125;30.8368721
-8.26625;112.32125;30.8386116
-8.26458;112.32042;30.83643913
-8.26208;112.32042;30.83979607
-8.26125;112.32042;30.84116936
-8.26042;112.31958;30.8375988
-8.25625;112.31875;30.83759117
-8.23708;112.31292;30.83758736
-8.22542;112.31042;30.84058571
-8.22542;112.31042;30.84058571
-8.22458;112.31042;30.84171867
-8.18625;112.30125;30.84407806
-8.18542;112.30125;30.84575653
-8.16042;112.29542;30.84913826
-8.16042;112.29542;30.84913826
-8.15958;112.29542;30.85044479
-8.15875;112.29542;30.85157013
-8.15792;112.29542;30.85271454
-8.15792;112.29542;30.85271454
-8.15708;112.29458;30.84799194
-8.14708;112.29292;30.85337067
-8.14375;112.29208;30.85281944
-8.14375;112.29208;30.85281944
-8.14125;112.29125;30.85030746
-8.13625;112.29042;30.85152245
-8.13542;112.29042;30.85282707
-8.13125;112.28958;30.85374832
-8.13125;112.28958;30.85374832
-8.13042;112.28958;30.85505867
-8.12958;112.28875;30.85012817
-8.12875;112.28875;30.85181046
-8.12625;112.28875;30.85571671
-8.12625;112.28875;30.85571671
-8.12542;112.28792;30.85091591
-8.12458;112.28792;30.85236168
-8.12375;112.28792;30.85412598
-8.12375;112.28792;30.85412598
-8.29375;112.32792;30.84020042
-8.29375;112.32792;30.84020042
-8.28125;112.32542;30.84198189
-8.27375;112.32375;30.84473228
-8.27125;112.32292;30.84404373
-8.27042;112.32292;30.84486771
-8.26875;112.32208;30.8404274
-8.26792;112.32208;30.8416214
-8.26208;112.32125;30.84562111
-8.26208;112.32125;30.84562111
-8.26042;112.32042;30.84323883
-8.25625;112.31958;30.8440361
-8.22542;112.31125;30.84716797
-8.22208;112.31042;30.84778595
-8.18708;112.30292;30.85319519
-8.18625;112.30292;30.85555458
-8.18625;112.30208;30.8494339
-8.17875;112.30125;30.85723495
-8.16708;112.29792;30.85580063
-8.16708;112.29792;30.85580063
-8.15792;112.29625;30.85927391
-8.15708;112.29625;30.86026955
-8.14792;112.29375;30.85829353
-8.14708;112.29375;30.85954666
-8.14625;112.29375;30.86109161
-8.14458;112.29292;30.85748291
-8.13542;112.29125;30.86026001
-8.13458;112.29125;30.86187363
-8.13125;112.29042;30.86051369
-8.13042;112.29042;30.86155319
-8.13042;112.29042;30.86155319
-8.12875;112.28958;30.85774422
-8.12792;112.28958;30.85955048
-8.12542;112.28875;30.85699081
-8.12458;112.28875;30.85865784
-8.12375;112.28875;30.86051941
-8.12292;112.28875;30.86151505
-8.12292;112.28875;30.86151505
-8.29292;112.32875;30.84736633
-8.27792;112.32542;30.84748268
-8.27292;112.32375;30.84687424
-8.26875;112.32292;30.84704208
-8.26875;112.32292;30.84704208
-8.26792;112.32292;30.84793854
-8.26708;112.32292;30.84962654
-8.26542;112.32292;30.85202217
-8.26458;112.32292;30.85314178
-8.26292;112.32208;30.85095596
-8.22542;112.31208;30.85387421
-8.17875;112.30208;30.86436081
-8.16792;112.29875;30.86017799
-8.16708;112.29875;30.8617382
-8.15708;112.29708;30.86694145
-8.15125;112.29542;30.86392021
-8.15042;112.29542;30.8654747
-8.14875;112.29458;30.86270142
-8.14792;112.29458;30.86421776
-8.14708;112.29458;30.86559296
-8.14708;112.29458;30.86559296
-8.14542;112.29375;30.86250305
-8.14458;112.29375;30.86369133
-8.13375;112.29125;30.86346245
-8.13292;112.29125;30.8650856
-8.13208;112.29125;30.86740494
-8.13208;112.29125;30.86740494
-8.12792;112.29042;30.86587143
-8.12708;112.29042;30.86701202
-8.12708;112.29042;30.86701202
-8.12542;112.28958;30.86372185
-8.12458;112.28958;30.86482811
-8.12458;112.28958;30.86482811
-8.12375;112.28958;30.8663826
-8.12292;112.28958;30.86793137
-8.29208;112.32958;30.85497665
-8.28875;112.32875;30.85544968
-8.28125;112.32708;30.85528183
-8.26875;112.32375;30.85383606
-8.26792;112.32375;30.85487556
-8.26792;112.32375;30.85487556
-8.26708;112.32375;30.85648155
-8.26125;112.32292;30.85889816
-8.25708;112.32125;30.85583115
-8.23125;112.31458;30.86234856
-8.22542;112.31292;30.85978317
-8.21292;112.31042;30.86128807
-8.21208;112.31042;30.86198807
-8.17958;112.30208;30.86309052
-8.17875;112.30208;30.86436081
-8.17708;112.30208;30.86720657
-8.17625;112.30208;30.86837959
-8.16792;112.29958;30.86682129
-8.16792;112.29958;30.86682129
-8.15708;112.29708;30.86694145
-8.14792;112.29542;30.87042427
-8.14708;112.29542;30.87144852
-8.14458;112.29458;30.87010765
-8.14375;112.29458;30.8717308
-8.13792;112.29375;30.8751812
-8.13708;112.29292;30.87037659
-8.13375;112.29208;30.86980438
-8.13292;112.29208;30.87123489
-8.13208;112.29208;30.87302208
-8.13125;112.29208;30.87433052
-8.12375;112.29042;30.8727169
-8.12375;112.29042;30.8727169
-8.12292;112.29042;30.87431526
-8.29125;112.32958;30.85637665
-8.26875;112.32458;30.86045074
-8.25708;112.32208;30.86116028
-8.22542;112.31375;30.86597252
-8.22458;112.31375;30.86767769
-8.21208;112.31125;30.86885834
-8.19042;112.30625;30.87178421
-8.17708;112.30292;30.87432671
-8.17708;112.30292;30.87432671
-8.17625;112.30292;30.8756752
-8.17542;112.30292;30.87745857
-8.17458;112.30208;30.87232018
-8.16958;112.30125;30.87633324
-8.16958;112.30125;30.87633324
-8.16792;112.30042;30.87417412
-8.16208;112.29958;30.87739754
-8.14792;112.29625;30.87661743
-8.13792;112.29458;30.88149643
-8.13792;112.29458;30.88149643
-8.13708;112.29375;30.87640762
-8.13625;112.29375;30.87805748
-8.13375;112.29375;30.88193893
-8.13292;112.29292;30.87721252
-8.13292;112.29292;30.87721252
-8.13208;112.29292;30.87873459
-8.13125;112.29292;30.88041878
-8.13042;112.29292;30.88167572
-8.13042;112.29292;30.88167572
-8.34208;112.33708;30.85745621
-8.34125;112.33708;30.85749435
-8.34125;112.33708;30.85749435
-8.29042;112.33042;30.86473465
-8.28708;112.32958;30.8629818
-8.26958;112.32625;30.87095642
-8.26958;112.32542;30.86545181
-8.26875;112.32542;30.86665916
-8.25708;112.32375;30.87320328
-8.25708;112.32292;30.8672142
-8.25458;112.32292;30.87287903
-8.24375;112.31958;30.87562752
-8.24375;112.31875;30.86990929
-8.23292;112.31625;30.87177849
-8.22542;112.31458;30.87238884
-8.21125;112.31208;30.87672043
-8.19042;112.30708;30.87908745
-8.19042;112.30708;30.87908745
-8.18125;112.30458;30.88035011
-8.18125;112.30458;30.88035011
-8.17375;112.30292;30.88105392
-8.17292;112.30292;30.88272095
-8.17208;112.30292;30.88411903
-8.17042;112.30208;30.88127327
-8.16875;112.30208;30.88502502
-8.16792;112.30125;30.88037682
-8.16292;112.30042;30.88197517
-8.16208;112.30042;30.88403893
-8.15458;112.29875;30.88393402
-8.15458;112.29875;30.88393402
-8.13708;112.29458;30.88290024
-8.13542;112.29458;30.8859024
-8.13458;112.29458;30.88719177
-8.13458;112.29458;30.88719177
