Lat;Lon;LOS_DES
-8.13625;113.01208;-5.4264
-8.13542;113.01208;-5.7872
-8.15792;113.01792;-5.9178
-8.15125;113.01625;-4.6988
-8.14292;113.01458;-5.1302
-8.14125;113.01375;-5.3362
-8.13958;113.01375;-6.1598
-8.14708;113.01625;-5.52
-8.14042;113.01458;-5.4791
-8.13958;113.01458;-5.5406
-8.13625;113.01375;-6.2421
-8.14875;113.01708;-4.8896
-8.14792;113.01708;-5.1385
-8.14708;113.01625;-5.52
-8.14625;113.01625;-5.3744
-8.14125;113.01542;-5.2278
-8.14042;113.01542;-5.2589
-8.14042;113.01542;-5.2589
-8.13292;113.01375;-5.8953
-8.13292;113.01375;-5.8953
-8.15708;113.02042;-6.0142
-8.14875;113.01792;-5.2348
-8.14708;113.01708;-5.39
-8.14708;113.01708;-5.39
-8.13458;113.01458;-6.0354
-8.13458;113.01458;-6.0354
-8.15208;113.01875;-5.1774
-8.15208;113.01875;-5.1774
-8.14875;113.01792;-5.2348
-8.14792;113.01792;-4.8322
-8.14708;113.01792;-5.1453
-8.14708;113.01792;-5.1453
-8.13542;113.01542;-5.7052
-8.13458;113.01542;-5.9315
-8.14958;113.01875;-5.1394
-8.14875;113.01875;-5.3276
-8.14875;113.01875;-5.3276
-8.14792;113.01875;-6.0394
-8.14708;113.01875;-4.9536
-8.13625;113.01625;-5.9788
-8.13542;113.01625;-5.9488
-8.13458;113.01625;-6.1866
-8.13292;113.01625;-5.8496
-8.14708;113.01958;-5.0304
-8.14375;113.01875;-5.1095
-8.14292;113.01875;-5.0796
-8.13542;113.01708;-5.9902
-8.13375;113.01708;-5.7696
-8.13292;113.01708;-5.8041
-8.14292;113.01875;-5.0796
-8.13458;113.01792;-6.1028
-8.13458;113.01792;-6.1028
-8.13375;113.01708;-5.7696
-8.13292;113.01708;-5.8041
-8.13208;113.01708;-5.9053
-8.13208;113.01708;-5.9053
-8.13958;113.01875;-5.3069
-8.13958;113.01875;-5.3069
-8.13708;113.01875;-5.7945
-8.13708;113.01875;-5.7945
-8.13292;113.01792;-5.8874
-8.15458;113.02292;-5.3811
-8.13875;113.01958;-5.3256
-8.13875;113.01958;-5.3256
-8.13792;113.01958;-5.543
-8.13708;113.01958;-5.7562
-8.13625;113.01958;-5.6047
-8.13625;113.01875;-5.6355
-8.13292;113.01875;-5.7316
-8.13875;113.02042;-5.4292
-8.13792;113.02042;-5.4853
-8.13792;113.02042;-5.4853
-8.13708;113.02042;-6.4116
-8.13542;113.01958;-5.4497
-8.13375;113.01958;-6.0587
-8.13292;113.01958;-5.919
-8.13292;113.01958;-5.919
-8.13875;113.02125;-5.6928
-8.13792;113.02125;-5.6263
-8.13792;113.02042;-5.4853
-8.13708;113.02042;-6.4116
-8.13542;113.02042;-5.7411
-8.13375;113.02042;-6.2469
-8.13292;113.02042;-5.7171
-8.13292;113.01958;-5.919
-8.13125;113.01958;-5.4039
-8.13042;113.01958;-5.3576
-8.13042;113.01958;-5.3576
-8.12958;113.01958;-5.6282
-8.17625;113.02792;-4.5675
-8.13875;113.02208;-5.7174
-8.13792;113.02125;-5.6263
-8.13708;113.02125;-6.0531
-8.13708;113.02125;-6.0531
-8.13625;113.02125;-5.6627
-8.13458;113.02125;-4.9505
-8.13208;113.02042;-5.2816
-8.13042;113.02042;-5.4356
-8.12958;113.02042;-5.2101
-8.12958;113.01958;-5.6282
-8.19792;113.03208;-4.0258
-8.19708;113.03208;-4.552
-8.19625;113.03208;-4.3115
-8.17625;113.02792;-4.5675
-8.13875;113.02208;-5.7174
-8.13792;113.02208;-5.6146
-8.13708;113.02208;-5.0209
-8.13375;113.02125;-5.7645
-8.13292;113.02125;-5.5886
-8.12958;113.02042;-5.2101
-8.12875;113.02042;-5.3887
-8.12792;113.02042;-5.25
-8.12708;113.02042;-4.7275
-8.20042;113.03292;-5.1175
-8.19958;113.03292;-4.9723
-8.19958;113.03292;-4.9723
-8.19792;113.03292;-5.1268
-8.19708;113.03292;-4.4412
-8.19708;113.03208;-4.552
-8.19625;113.03208;-4.3115
-8.19542;113.03208;-4.3882
-8.19458;113.03208;-4.8556
-8.17708;113.02875;-4.9926
-8.17625;113.02875;-4.7136
-8.13875;113.02292;-5.4564
-8.13792;113.02292;-5.5472
-8.13708;113.02292;-5.723
-8.13625;113.02292;-6.0326
-8.13625;113.02292;-6.0326
-8.12958;113.02125;-5.4861
-8.12792;113.02125;-5.2928
-8.12708;113.02125;-4.9169
-8.19875;113.03375;-5.0678
-8.19875;113.03375;-5.0678
-8.19792;113.03375;-5.0008
-8.19708;113.03292;-4.4412
-8.19625;113.03292;-4.507
-8.19625;113.03292;-4.507
-8.19542;113.03292;-4.2861
-8.19458;113.03292;-4.7821
-8.19375;113.03292;-4.8084
-8.17625;113.02958;-4.5403
-8.17625;113.02958;-4.5403
-8.13875;113.02375;-5.2471
-8.13792;113.02375;-5.5713
-8.13792;113.02375;-5.5713
-8.13708;113.02375;-5.8411
-8.13625;113.02292;-6.0326
-8.13542;113.02292;-5.9466
-8.12958;113.02208;-5.2779
-8.12458;113.02125;-5.0601
-8.20208;113.03458;-4.8622
-8.19875;113.03458;-4.8054
-8.19792;113.03375;-5.0008
-8.19708;113.03375;-4.5441
-8.19625;113.03375;-5.0452
-8.19625;113.03375;-5.0452
-8.19542;113.03375;-4.968
-8.19458;113.03375;-4.748
-8.19375;113.03375;-4.8516
-8.17625;113.03042;-4.4096
-8.17458;113.02958;-4.093
-8.17375;113.02958;-4.7825
-8.13792;113.02458;-5.3724
-8.13708;113.02458;-5.7895
-8.13708;113.02375;-5.8411
-8.12292;113.02125;-5.4202
-8.23208;113.04042;-3.5079
-8.20292;113.03542;-4.8876
-8.19875;113.03458;-4.8054
-8.19792;113.03458;-4.7047
-8.19792;113.03458;-4.7047
-8.19708;113.03458;-3.853
-8.19625;113.03458;-4.6688
-8.17708;113.03125;-6.1144
-8.17625;113.03125;-4.6189
-8.17542;113.03125;-4.3168
-8.17458;113.03042;-3.8367
-8.13875;113.02542;-5.3474
-8.13792;113.02458;-5.3724
-8.13708;113.02458;-5.7895
-8.13625;113.02458;-5.7068
-8.12708;113.02292;-5.6751
-8.12708;113.02292;-5.6751
-8.12458;113.02208;-5.5841
-8.12292;113.02208;-5.4511
-8.23458;113.04125;-3.8697
-8.23375;113.04125;-4.1926
-8.23292;113.04125;-3.8442
-8.23292;113.04125;-3.8442
-8.23208;113.04125;-3.9887
-8.23125;113.04125;-4.1895
-8.22875;113.04042;-4.0295
-8.20292;113.03625;-5.2706
-8.19958;113.03542;-4.6419
-8.19875;113.03542;-4.9123
-8.19792;113.03542;-5.1052
-8.17542;113.03125;-4.3168
-8.17458;113.03125;-4.5775
-8.13875;113.02542;-5.3474
-8.13458;113.02542;-5.5916
-8.13375;113.02458;-5.7275
-8.12458;113.02292;-5.4082
-8.12292;113.02292;-5.3798
-8.23458;113.04208;-4.5927
-8.23375;113.04208;-4.0421
-8.23292;113.04208;-4.2255
-8.23208;113.04208;-3.5905
-8.23208;113.04208;-3.5905
-8.23042;113.04125;-3.514
-8.20375;113.03708;-5.3007
-8.20125;113.03708;-5.5065
-8.19458;113.03542;-5.1348
-8.19042;113.03542;-4.5367
-8.13458;113.02542;-5.5916
-8.13375;113.02542;-5.6705
-8.12292;113.02375;-6.2488
-8.12292;113.02292;-5.3798
-8.23542;113.04292;-4.8027
-8.23458;113.04292;-3.8283
-8.23458;113.04292;-3.8283
-8.23375;113.04292;-3.9506
-8.23292;113.04292;-3.8667
-8.23208;113.04292;-4.0296
-8.23208;113.04208;-3.5905
-8.23125;113.04208;-3.9224
-8.23042;113.04208;-3.6049
-8.22792;113.04208;-3.4006
-8.22708;113.04125;-3.7638
-8.22625;113.04125;-4.1986
-8.22542;113.04125;-4.4749
-8.19458;113.03625;-4.483
-8.13208;113.02625;-5.8176
-8.23458;113.04375;-4.5015
-8.23375;113.04375;-3.9701
-8.23375;113.04375;-3.9701
-8.23292;113.04375;-3.814
-8.23208;113.04292;-4.0296
-8.23125;113.04292;-4.7267
-8.23125;113.04292;-4.7267
-8.20625;113.03875;-5.3655
-8.19625;113.03708;-5.0238
-8.17958;113.03458;-5.782
-8.13458;113.02708;-5.7794
-8.13208;113.02625;-5.8176
-8.13125;113.02625;-5.6756
-8.12792;113.02542;-5.3461
-8.23375;113.04458;-3.8739
-8.23292;113.04458;-3.709
-8.23292;113.04375;-3.814
-8.23208;113.04375;-3.8729
-8.23125;113.04375;-3.9636
-8.23042;113.04375;-4.0816
-8.23042;113.04375;-4.0816
-8.22958;113.04375;-4.3026
-8.19708;113.03792;-5.4913
-8.17958;113.03542;-4.5967
-8.17958;113.03542;-4.5967
-8.13542;113.02792;-5.6456
-8.13208;113.02708;-5.8063
-8.13125;113.02708;-5.6345
-8.12792;113.02625;-5.4176
-8.12708;113.02625;-5.3706
-8.23292;113.04458;-3.709
-8.23208;113.04458;-4.326
-8.23208;113.04458;-4.326
-8.23125;113.04458;-3.9729
-8.23042;113.04458;-4.4946
-8.22958;113.04458;-3.8716
-8.22958;113.04458;-3.8716
-8.20542;113.04042;-5.3088
-8.20208;113.03958;-5.3778
-8.13875;113.02958;-5.3479
-8.13792;113.02875;-5.1788
-8.13542;113.02875;-5.5343
-8.13292;113.02792;-6.1537
-8.13208;113.02792;-5.4799
-8.12792;113.02708;-5.6689
-8.12792;113.02708;-5.6689
-8.23292;113.04542;-4.7784
-8.23208;113.04542;-3.9352
-8.23125;113.04542;-3.7567
-8.23125;113.04542;-3.7567
-8.23042;113.04542;-3.966
-8.22958;113.04542;-4.5588
-8.22875;113.04458;-5.0297
-8.22875;113.04458;-5.0297
-8.22792;113.04458;-4.7385
-8.22708;113.04458;-4.7829
-8.22625;113.04458;-4.3203
-8.22542;113.04458;-5.0861
-8.20125;113.04042;-4.4192
-8.17958;113.03708;-5.1057
-8.13958;113.03042;-5.5179
-8.13542;113.02958;-4.7917
-8.13458;113.02958;-5.5056
-8.13458;113.02875;-5.6901
-8.12792;113.02792;-4.5465
-8.23208;113.04625;-3.4118
-8.23125;113.04625;-4.319
-8.23125;113.04625;-4.319
-8.23042;113.04625;-3.8234
-8.22958;113.04542;-4.5588
-8.22875;113.04542;-4.1418
-8.22875;113.04542;-4.1418
-8.22792;113.04542;-4.3918
-8.22708;113.04542;-3.8002
-8.22625;113.04542;-4.6854
-8.22625;113.04542;-4.6854
-8.20375;113.04125;-4.9708
-8.13958;113.03042;-5.5179
-8.13208;113.02958;-5.5405
-8.12958;113.02875;-5.4077
-8.23042;113.04625;-3.8234
-8.22958;113.04625;-4.0857
-8.22875;113.04625;-4.3239
-8.22792;113.04625;-4.147
-8.22792;113.04625;-4.147
-8.22708;113.04625;-4.3253
-8.22625;113.04625;-4.1456
-8.22542;113.04542;-5.0004
-8.22542;113.04542;-5.0004
-8.18625;113.03958;-4.6986
-8.13958;113.03125;-5.3023
-8.12958;113.02958;-5.6421
-8.12375;113.02875;-5.4273
-8.23208;113.04792;-3.3142
-8.22625;113.04625;-4.1456
-8.22542;113.04625;-4.6413
-8.22458;113.04625;-4.5608
-8.22458;113.04625;-4.5608
-8.21708;113.04542;-5.3596
-8.21208;113.04458;-4.6278
-8.21208;113.04458;-4.6278
-8.18625;113.03958;-4.6986
-8.18625;113.03958;-4.6986
-8.18042;113.03875;-4.4521
-8.17958;113.03875;-4.4807
-8.14042;113.03208;-5.0187
-8.13958;113.03208;-5.1904
-8.13542;113.03125;-5.4675
-8.13042;113.03042;-5.3267
-8.18625;113.04042;-4.6216
-8.18375;113.04042;-4.2903
-8.14042;113.03292;-5.0991
-8.14042;113.03292;-5.0991
-8.25292;113.05375;-3.9831
-8.25292;113.05292;-4.0666
-8.21625;113.04625;-4.6845
-8.18792;113.04208;-3.9964
-8.18792;113.04125;-2.8959
-8.18708;113.04125;-4.5953
-8.18375;113.04125;-4.9354
-8.14292;113.03375;-4.8916
-8.14042;113.03375;-5.4641
-8.13958;113.03375;-5.0503
-8.13042;113.03208;-5.4116
-8.12708;113.03125;-5.7301
-8.25292;113.05375;-3.9831
-8.25292;113.05375;-3.9831
-8.25208;113.05375;-3.8499
-8.22625;113.04875;-4.2686
-8.22542;113.04875;-4.5881
-8.22542;113.04875;-4.5881
-8.18875;113.04292;-4.398
-8.18792;113.04208;-3.9964
-8.18708;113.04208;-3.7371
-8.18208;113.04125;-3.6758
-8.14042;113.03458;-5.389
-8.13625;113.03375;-5.1661
-8.13625;113.03375;-5.1661
-8.12708;113.03208;-5.5414
-8.25292;113.05458;-4.215
-8.25208;113.05458;-3.8839
-8.25208;113.05458;-3.8839
-8.22708;113.04958;-3.5917
-8.22708;113.04958;-3.5917
-8.22625;113.04958;-4.5256
-8.22542;113.04958;-4.6255
-8.22458;113.04958;-4.9128
-8.21958;113.04875;-3.9827
-8.19875;113.04458;-4.4624
-8.18875;113.04292;-4.398
-8.18875;113.04292;-4.398
-8.18458;113.04292;-4.5606
-8.14042;113.03458;-5.389
-8.13125;113.03292;-5.6096
-8.25208;113.05542;-3.253
-8.22875;113.05042;-4.3173
-8.22625;113.05042;-3.4548
-8.19708;113.04542;-5.0683
-8.19042;113.04458;-4.4063
-8.18625;113.04375;-4.0931
-8.18625;113.04375;-4.0931
-8.15292;113.03792;-4.8316
-8.14042;113.03542;-5.1104
-8.13125;113.03375;-5.7019
-8.12708;113.03292;-4.7539
-8.12542;113.03292;-5.4446
-8.23042;113.05208;-3.8098
-8.18542;113.04458;-4.3971
-8.18375;113.04375;-4.7884
-8.18292;113.04375;-4.8613
-8.14958;113.03792;-4.5224
-8.14542;113.03708;-4.6011
-8.14125;113.03625;-5.0148
-8.14042;113.03625;-5.1384
-8.13625;113.03542;-5.5306
-8.13208;113.03458;-5.4812
-8.12625;113.03375;-5.9421
-8.12542;113.03375;-5.6812
-8.12458;113.03292;-5.83
-8.22792;113.05208;-5.2138
-8.18792;113.04542;-4.4832
-8.18708;113.04542;-4.4069
-8.18458;113.04458;-3.5978
-8.18458;113.04458;-3.5978
-8.18375;113.04458;-4.1946
-8.15375;113.03958;-4.4967
-8.14542;113.03792;-4.3125
-8.14125;113.03708;-5.1347
-8.13708;113.03625;-4.786
-8.13708;113.03625;-4.786
-8.12625;113.03458;-5.1168
-8.19458;113.04708;-4.8302
-8.19458;113.04708;-4.8302
-8.18875;113.04625;-4.6908
-8.18542;113.04542;-4.3562
-8.18458;113.04542;-4.521
-8.15458;113.04042;-3.9739
-8.15375;113.04042;-4.3155
-8.15375;113.04042;-4.3155
-8.15042;113.03958;-4.522
-8.14958;113.03958;-4.3026
-8.13625;113.03708;-5.2001
-8.18958;113.04708;-4.563
-8.18625;113.04625;-4.3068
-8.18625;113.04625;-4.3068
-8.18542;113.04625;-4.2723
-8.18458;113.04625;-4.2545
-8.18042;113.04542;-3.8078
-8.15458;113.04125;-4.2189
-8.15375;113.04125;-4.3729
-8.15292;113.04042;-4.1162
-8.15292;113.04042;-4.1162
-8.15125;113.04042;-4.6443
-8.15042;113.04042;-5.011
-8.14542;113.03958;-4.4916
-8.14542;113.03958;-4.4916
-8.14208;113.03875;-5.5355
-8.13792;113.03792;-5.7444
-8.13625;113.03792;-5.0825
-8.13542;113.03708;-5.5632
-8.19542;113.04875;-5.3914
-8.19542;113.04875;-5.3914
-8.19125;113.04792;-4.958
-8.18792;113.04708;-5.3051
-8.18792;113.04708;-5.3051
-8.17792;113.04542;-3.9984
-8.17792;113.04542;-3.9984
-8.17708;113.04542;-3.9784
-8.15458;113.04208;-4.1513
-8.15375;113.04125;-4.3729
-8.15125;113.04125;-4.289
-8.15042;113.04125;-4.9798
-8.14958;113.04125;-4.2118
-8.14792;113.04042;-4.199
-8.14208;113.03958;-4.8181
-8.13958;113.03875;-5.0746
-8.13958;113.03875;-5.0746
-8.13458;113.03792;-5.5374
-8.13458;113.03792;-5.5374
-8.22792;113.05458;-4.2969
-8.22792;113.05458;-4.2969
-8.19458;113.04958;-4.9635
-8.19208;113.04875;-5.1755
-8.19208;113.04875;-5.1755
-8.18958;113.04875;-4.3797
-8.18958;113.04792;-4.6765
-8.18792;113.04792;-4.3537
-8.18208;113.04708;-4.3952
-8.18125;113.04708;-4.0631
-8.18042;113.04708;-4.334
-8.17958;113.04708;-4.2069
-8.17708;113.04625;-4.2529
-8.17708;113.04625;-4.2529
-8.15458;113.04208;-4.1513
-8.14875;113.04125;-4.0213
-8.14792;113.04125;-4.1838
-8.14708;113.04125;-4.4424
-8.14208;113.04042;-4.7404
-8.14208;113.04042;-4.7404
-8.14125;113.03958;-5.0554
-8.14042;113.03958;-4.886
-8.13958;113.03958;-4.9871
-8.13958;113.03958;-4.9871
-8.13875;113.03958;-5.3133
-8.13625;113.03875;-5.2043
-8.19542;113.05042;-5.3436
-8.19458;113.04958;-4.9635
-8.19458;113.04958;-4.9635
-8.19375;113.04958;-4.9485
-8.19292;113.04958;-5.2801
-8.19208;113.04958;-4.7936
-8.19042;113.04958;-4.6334
-8.18958;113.04875;-4.3797
-8.18292;113.04792;-4.0319
-8.18125;113.04792;-4.551
-8.18125;113.04792;-4.551
-8.18042;113.04792;-4.4442
-8.17958;113.04708;-4.2069
-8.15542;113.04292;-4.2891
-8.15458;113.04292;-4.5728
-8.14792;113.04208;-4.2905
-8.14625;113.04125;-4.7085
-8.14292;113.04125;-4.7468
-8.14208;113.04042;-4.7404
-8.14125;113.04042;-4.7411
-8.13875;113.04042;-5.2382
-8.13542;113.03958;-5.2527
-8.13208;113.03875;-5.3295
-8.20375;113.05208;-4.5607
-8.19625;113.05125;-5.1481
-8.19542;113.05042;-5.3436
-8.19458;113.05042;-4.7144
-8.19375;113.05042;-4.6516
-8.19375;113.05042;-4.6516
-8.19125;113.05042;-4.3933
-8.19125;113.05042;-4.3933
-8.19042;113.04958;-4.6334
-8.18958;113.04958;-4.6507
-8.18042;113.04792;-4.4442
-8.17958;113.04792;-4.2483
-8.14625;113.04208;-4.3262
-8.14542;113.04208;-4.6478
-8.14542;113.04208;-4.6478
-8.14458;113.04208;-4.4382
-8.14375;113.04208;-4.6846
-8.14292;113.04208;-4.7312
-8.14292;113.04125;-4.7468
-8.14208;113.04125;-4.6611
-8.14125;113.04125;-4.9187
-8.13292;113.03958;-5.1625
-8.13208;113.03958;-5.3552
-8.13125;113.03958;-5.5209
-8.13042;113.03958;-5.0895
-8.23208;113.05792;-3.8635
-8.22458;113.05625;-4.1319
-8.19625;113.05125;-5.1481
-8.19542;113.05125;-5.5286
-8.19292;113.05125;-4.6723
-8.19292;113.05125;-4.6723
-8.19208;113.05125;-4.6296
-8.19125;113.05042;-4.3933
-8.19042;113.05042;-4.5984
-8.15625;113.04458;-3.7992
-8.14875;113.04375;-4.2629
-8.14792;113.04292;-4.275
-8.14542;113.04292;-4.6194
-8.14542;113.04292;-4.6194
-8.14458;113.04292;-4.5651
-8.14375;113.04208;-4.6846
-8.14292;113.04208;-4.7312
-8.14292;113.04208;-4.7312
-8.14208;113.04208;-4.8285
-8.14125;113.04208;-4.4165
-8.13208;113.04042;-5.2252
-8.13125;113.04042;-5.3167
-8.13042;113.03958;-5.0895
-8.13042;113.03958;-5.0895
-8.12958;113.03958;-5.7699
-8.12875;113.03958;-5.3493
-8.22625;113.05792;-4.2511
-8.22542;113.05708;-4.6649
-8.22542;113.05708;-4.6649
-8.22458;113.05708;-4.5664
-8.21125;113.05458;-4.4555
-8.19792;113.05292;-4.4831
-8.19292;113.05208;-4.8947
-8.19208;113.05125;-4.6296
-8.15708;113.04542;-4.0486
-8.14458;113.04292;-4.5651
-8.14375;113.04292;-4.6075
-8.14292;113.04292;-4.6266
-8.14208;113.04292;-4.7086
-8.14208;113.04292;-4.7086
-8.14125;113.04292;-4.9329
-8.13292;113.04125;-4.9309
-8.13208;113.04125;-5.169
-8.13208;113.04125;-5.169
-8.13125;113.04042;-5.3167
-8.25708;113.06375;-3.414
-8.22458;113.05792;-5.3587
-8.22375;113.05792;-4.7635
-8.19792;113.05375;-4.8776
-8.19458;113.05292;-4.8572
-8.19375;113.05292;-4.553
-8.19292;113.05208;-4.8947
-8.19208;113.05208;-4.9278
-8.14875;113.04458;-3.9974
-8.14375;113.04375;-4.515
-8.14375;113.04375;-4.515
-8.14292;113.04375;-5.41
-8.14208;113.04375;-4.7681
-8.14125;113.04375;-4.5047
-8.14125;113.04292;-4.9329
-8.13292;113.04208;-5.0448
-8.13208;113.04125;-5.169
-8.13125;113.04125;-5.3449
-8.13125;113.04125;-5.3449
-8.25708;113.06458;-3.0719
-8.25708;113.06458;-3.0719
-8.25625;113.06458;-3.7557
-8.23875;113.06125;-3.9644
-8.22375;113.05875;-4.4171
-8.22292;113.05875;-5.0048
-8.22125;113.05792;-4.8356
-8.19958;113.05458;-4.4078
-8.19875;113.05458;-4.4126
-8.19792;113.05375;-4.8776
-8.19375;113.05292;-4.553
-8.19292;113.05292;-4.7726
-8.14875;113.04542;-4.3972
-8.14375;113.04458;-4.5042
-8.14125;113.04375;-4.5047
-8.14042;113.04375;-4.8591
-8.25542;113.06542;-1.4712
-8.25375;113.06458;-3.6352
-8.24292;113.06292;-4.2948
-8.23958;113.06208;-4.5527
-8.22125;113.05875;-4.6217
-8.19375;113.05375;-5.0255
-8.19292;113.05375;-4.8429
-8.19292;113.05375;-4.8429
-8.25542;113.06625;-3.6332
-8.24708;113.06458;-4.1265
-8.24042;113.06292;-3.8271
-8.22208;113.05958;-5.1714
-8.22125;113.05958;-4.6174
-8.22042;113.05958;-4.4017
-8.19125;113.05458;-4.5814
-8.13292;113.04375;-5.0253
-8.13208;113.04375;-5.0332
-8.25542;113.06708;-3.4579
-8.25542;113.06625;-3.6332
-8.19208;113.05542;-4.4396
-8.19208;113.05542;-4.4396
-8.13292;113.04458;-4.87
-8.25542;113.06708;-3.4579
-8.21958;113.06042;-4.0928
-8.21625;113.06042;-4.5825
-8.19125;113.05542;-4.7375
-8.14958;113.04875;-4.1626
-8.13375;113.04542;-4.8959
-8.13375;113.04542;-4.8959
-8.25542;113.06792;-3.7492
-8.24292;113.06542;-3.6194
-8.24042;113.06542;-4.2042
-8.23208;113.06375;-4.252
-8.23125;113.06375;-4.0654
-8.21958;113.06125;-4.1604
-8.21625;113.06042;-4.5825
-8.21625;113.06042;-4.5825
-8.19042;113.05625;-4.5687
-8.19042;113.05625;-4.5687
-8.14958;113.04875;-4.1626
-8.25458;113.06875;-3.8077
-8.24792;113.06708;-3.7845
-8.24708;113.06708;-3.9672
-8.24292;113.06625;-4.4455
-8.24042;113.06625;-4.3498
-8.24042;113.06542;-4.2042
-8.23125;113.06458;-5.6226
-8.21875;113.06208;-4.6094
-8.14958;113.04958;-4.5256
-8.14958;113.04958;-4.5256
-8.13375;113.04708;-5.1215
-8.25458;113.06958;-3.7433
-8.24792;113.06792;-3.9952
-8.24708;113.06792;-4.2533
-8.24208;113.06708;-3.7468
-8.24042;113.06625;-4.3498
-8.22958;113.06458;-4.7927
-8.19208;113.05792;-4.8287
-8.18958;113.05792;-3.5831
-8.15042;113.05042;-4.2242
-8.14958;113.05042;-4.5636
-8.13375;113.04708;-5.1215
-8.13292;113.04708;-5.0517
-8.24792;113.06875;-4.1197
-8.23208;113.06625;-4.2302
-8.23125;113.06542;-3.817
-8.22958;113.06542;-4.0608
-8.19292;113.05875;-4.3754
-8.19208;113.05875;-4.5012
-8.18875;113.05792;-4.6777
-8.18875;113.05792;-4.6777
-8.15042;113.05125;-4.3502
-8.14042;113.04958;-4.9836
-8.13958;113.04958;-5.4126
-8.13375;113.04792;-5.1405
-8.13375;113.04792;-5.1405
-8.13292;113.04792;-5.1289
-8.24958;113.06958;-3.6817
-8.24875;113.06958;-3.7115
-8.24792;113.06958;-3.7028
-8.23208;113.06625;-4.2302
-8.19292;113.05958;-4.8692
-8.19292;113.05958;-4.8692
-8.17375;113.05625;-4.4762
-8.17292;113.05625;-4.8029
-8.17292;113.05625;-4.8029
-8.17208;113.05625;-4.924
-8.15125;113.05208;-4.2774
-8.15042;113.05208;-4.4384
-8.14125;113.05042;-5.5521
-8.13708;113.04958;-5.7033
-8.13292;113.04875;-5.1275
-8.13292;113.04875;-5.1275
-8.12292;113.04625;-5.0751
-8.24792;113.07042;-4.1915
-8.24792;113.07042;-4.1915
-8.19292;113.06042;-4.3455
-8.19292;113.06042;-4.3455
-8.15125;113.05292;-4.4216
-8.15042;113.05292;-4.3195
-8.14958;113.05292;-4.5982
-8.14208;113.05125;-4.7127
-8.14208;113.05125;-4.7127
-8.12292;113.04708;-5.6376
-8.19375;113.06125;-4.2578
-8.15125;113.05375;-4.305
-8.15042;113.05292;-4.3195
-8.14958;113.05292;-4.5982
-8.14875;113.05292;-4.6786
-8.13708;113.05042;-5.1904
-8.13625;113.05042;-5.0768
-8.15208;113.05458;-4.5182
-8.15125;113.05458;-4.803
-8.14042;113.05208;-5.1549
-8.13708;113.05125;-5.0558
-8.12375;113.04875;-4.7205
-8.12375;113.04875;-4.7205
-8.24375;113.07125;-4.0698
-8.24292;113.07125;-4.1568
-8.24208;113.07125;-4.1729
-8.24125;113.07125;-3.9137
-8.18792;113.06125;-4.3564
-8.18708;113.06125;-4.3845
-8.15208;113.05542;-4.347
-8.14875;113.05458;-4.5363
-8.14208;113.05292;-4.7122
-8.13708;113.05208;-4.9818
-8.12458;113.04958;-5.0756
-8.12375;113.04958;-5.4454
-8.12292;113.04958;-5.4721
-8.24292;113.07208;-4.0925
-8.24292;113.07208;-4.0925
-8.24208;113.07208;-4.061
-8.24125;113.07208;-4.1428
-8.24042;113.07208;-3.8259
-8.20042;113.06458;-4.258
-8.20042;113.06458;-4.258
-8.19958;113.06458;-4.4389
-8.19875;113.06375;-4.4832
-8.19792;113.06375;-4.9827
-8.18792;113.06208;-4.5151
-8.18708;113.06208;-4.1998
-8.15208;113.05542;-4.347
-8.15208;113.05542;-4.347
-8.14958;113.05542;-4.3809
-8.14958;113.05542;-4.3809
-8.14875;113.05542;-3.0788
-8.13792;113.05292;-5.2575
-8.12458;113.05042;-5.5526
-8.12292;113.05042;-5.2368
-8.24292;113.07292;-4.3259
-8.24208;113.07292;-4.4339
-8.24208;113.07292;-4.4339
-8.24125;113.07292;-4.2766
-8.19875;113.06458;-4.2419
-8.19792;113.06458;-4.4135
-8.18875;113.06292;-4.6792
-8.18792;113.06292;-4.7584
-8.18708;113.06292;-4.6857
-8.17958;113.06125;-5.0638
-8.14958;113.05625;-4.6626
-8.14958;113.05625;-4.6626
-8.12542;113.05125;-5.6815
-8.12458;113.05125;-5.0909
-8.12292;113.05042;-5.2368
-8.24208;113.07375;-4.2442
-8.19792;113.06542;-4.9714
-8.19208;113.06458;-4.5917
-8.19125;113.06458;-4.7849
-8.18875;113.06375;-4.6657
-8.18125;113.06292;-5.4377
-8.14958;113.05625;-4.6626
-8.24292;113.07458;-4.498
-8.24208;113.07375;-4.2442
-8.20458;113.06708;-4.0371
-8.20375;113.06708;-4.3215
-8.20375;113.06708;-4.3215
-8.19375;113.06542;-5.4604
-8.19375;113.06542;-5.4604
-8.19292;113.06542;-5.0262
-8.19208;113.06542;-4.0016
-8.19125;113.06458;-4.7849
-8.18875;113.06458;-4.7737
-8.12625;113.05292;-4.238
-8.24292;113.07458;-4.498
-8.24208;113.07458;-4.1062
-8.20542;113.06792;-4.0723
-8.20458;113.06792;-3.8756
-8.20375;113.06792;-3.9462
-8.20292;113.06792;-4.1449
-8.19542;113.06625;-5.6797
-8.19458;113.06625;-6.1803
-8.19375;113.06625;-4.4164
-8.19125;113.06542;-4.9802
-8.18958;113.06542;-4.6401
-8.18875;113.06542;-4.6808
-8.18375;113.06458;-4.6391
-8.18292;113.06458;-4.7111
-8.18125;113.06375;-5.5201
-8.24208;113.07542;-4.2311
-8.24208;113.07542;-4.2311
