Lat;Lon;alfa
-8.19875;112.29042;-12.01671
-8.19875;112.29042;-12.01671
-8.19792;112.29042;-12.01671
-8.19708;112.28958;-12.01671
-8.16125;112.28042;-12.01671
-8.16042;112.28042;-12.01671
-8.15875;112.28042;-12.01671
-8.15875;112.27958;-12.01671
-8.15792;112.27958;-12.01671
-8.15708;112.27958;-12.01671
-8.13125;112.27375;-12.01671
-8.13042;112.27375;-12.01671
-8.12958;112.27375;-12.01671
-8.12792;112.27375;-12.01671
-8.34375;112.31875;-12.01671
-8.28458;112.31042;-12.01671
-8.28458;112.31042;-12.01671
-8.27208;112.30625;-12.01671
-8.27125;112.30625;-12.01671
-8.25625;112.30375;-12.01671
-8.25375;112.30375;-12.01671
-8.22958;112.29792;-12.01671
-8.22292;112.29625;-12.01671
-8.21042;112.29375;-12.01671
-8.20292;112.29208;-12.01671
-8.16208;112.28125;-12.01671
-8.16125;112.28125;-12.01671
-8.16042;112.28125;-12.01671
-8.15792;112.28042;-12.01671
-8.13042;112.27458;-12.01671
-8.12958;112.27458;-12.01671
-8.12792;112.27458;-12.01671
-8.12708;112.27375;-12.01671
-8.12625;112.27375;-12.01671
-8.28375;112.31125;-12.01671
-8.27292;112.30792;-12.01671
-8.24708;112.30292;-12.01671
-8.23042;112.29875;-12.01671
-8.22958;112.29792;-12.01671
-8.22292;112.29708;-12.01671
-8.20375;112.29292;-12.01671
-8.20292;112.29292;-12.01671
-8.16125;112.28208;-12.01671
-8.16042;112.28208;-12.01671
-8.14875;112.27958;-12.01671
-8.12792;112.27542;-12.01671
-8.12708;112.27458;-12.01671
-8.12625;112.27458;-12.01671
-8.12542;112.27458;-12.01671
-8.12542;112.27458;-12.01671
-8.28375;112.31208;-12.01671
-8.28292;112.31208;-12.01671
-8.27792;112.30958;-12.01671
-8.25625;112.30625;-12.01671
-8.25625;112.30542;-12.01671
-8.24708;112.30375;-12.01671
-8.23042;112.29958;-12.01671
-8.22375;112.29792;-12.01671
-8.21542;112.29625;-12.01671
-8.21458;112.29625;-12.01671
-8.21375;112.29625;-12.01671
-8.21375;112.29625;-12.01671
-8.20958;112.29542;-12.01671
-8.20875;112.29542;-12.01671
-8.20792;112.29458;-12.01671
-8.20708;112.29458;-12.01671
-8.20458;112.29458;-12.01671
-8.20375;112.29375;-12.01671
-8.20375;112.29375;-12.01671
-8.16292;112.28375;-12.01671
-8.14958;112.28042;-12.01671
-8.14875;112.28042;-12.01671
-8.14625;112.27958;-12.01671
-8.12792;112.27625;-12.01671
-8.12708;112.27625;-12.01671
-8.12625;112.27542;-12.01671
-8.28375;112.31292;-12.01671
-8.27792;112.30958;-12.01671
-8.25708;112.30708;-12.01671
-8.24708;112.30458;-12.01671
-8.23042;112.30042;-12.01671
-8.21542;112.29708;-12.01671
-8.21208;112.29625;-12.01671
-8.21125;112.29625;-12.01671
-8.21042;112.29625;-12.01671
-8.21042;112.29625;-12.01671
-8.20958;112.29625;-12.01671
-8.20875;112.29625;-12.01671
-8.20792;112.29625;-12.01671
-8.20792;112.29542;-12.01671
-8.20708;112.29542;-12.01671
-8.20542;112.29542;-12.01671
-8.20542;112.29542;-12.01671
-8.16292;112.28458;-12.01671
-8.16292;112.28458;-12.01671
-8.16208;112.28375;-12.01671
-8.14958;112.28125;-12.01671
-8.14625;112.28042;-12.01671
-8.14625;112.28042;-12.01671
-8.13542;112.27875;-12.01671
-8.13458;112.27792;-12.01671
-8.12708;112.27625;-12.01671
-8.12625;112.27625;-12.01671
-8.29125;112.31542;-12.01671
-8.28458;112.31375;-12.01671
-8.26792;112.31042;-12.01671
-8.26708;112.31042;-12.01671
-8.26625;112.30958;-12.01671
-8.26542;112.30958;-12.01671
-8.24625;112.30542;-12.01671
-8.23042;112.30125;-12.01671
-8.22458;112.29958;-12.01671
-8.22458;112.29958;-12.01671
-8.21625;112.29792;-12.01671
-8.21542;112.29792;-12.01671
-8.21125;112.29708;-12.01671
-8.21042;112.29708;-12.01671
-8.20958;112.29708;-12.01671
-8.20958;112.29708;-12.01671
-8.20875;112.29708;-12.01671
-8.20792;112.29708;-12.01671
-8.16292;112.28542;-12.01671
-8.16208;112.28458;-12.01671
-8.15792;112.28375;-12.01671
-8.14875;112.28208;-12.01671
-8.14708;112.28125;-12.01671
-8.14542;112.28125;-12.01671
-8.14542;112.28125;-12.01671
-8.13542;112.27958;-12.01671
-8.13542;112.27958;-12.01671
-8.12542;112.27708;-12.01671
-8.12542;112.27708;-12.01671
-8.12458;112.27708;-12.01671
-8.29125;112.31625;-12.01671
-8.29042;112.31625;-12.01671
-8.27708;112.31208;-12.01671
-8.26708;112.31125;-12.01671
-8.25792;112.30875;-12.01671
-8.24625;112.30542;-12.01671
-8.22458;112.30042;-12.01671
-8.22375;112.30042;-12.01671
-8.21792;112.29958;-12.01671
-8.21708;112.29958;-12.01671
-8.21625;112.29875;-12.01671
-8.21625;112.29875;-12.01671
-8.21125;112.29792;-12.01671
-8.21042;112.29792;-12.01671
-8.20708;112.29708;-12.01671
-8.16375;112.28625;-12.01671
-8.16375;112.28625;-12.01671
-8.16292;112.28625;-12.01671
-8.16208;112.28542;-12.01671
-8.15792;112.28458;-12.01671
-8.14792;112.28292;-12.01671
-8.14625;112.28208;-12.01671
-8.14542;112.28208;-12.01671
-8.14458;112.28208;-12.01671
-8.14458;112.28208;-12.01671
-8.13625;112.28042;-12.01671
-8.13542;112.28042;-12.01671
-8.12542;112.27792;-12.01671
-8.12458;112.27792;-12.01671
-8.12375;112.27792;-12.01671
-8.26792;112.31208;-12.01671
-8.26708;112.31208;-12.01671
-8.23208;112.30292;-12.01671
-8.23125;112.30292;-12.01671
-8.23042;112.30292;-12.01671
-8.22458;112.30125;-12.01671
-8.21792;112.30042;-12.01671
-8.21792;112.30042;-12.01671
-8.21208;112.29875;-12.01671
-8.21125;112.29875;-12.01671
-8.21042;112.29875;-12.01671
-8.21042;112.29875;-12.01671
-8.16458;112.28708;-12.01671
-8.15792;112.28542;-12.01671
-8.15542;112.28542;-12.01671
-8.14625;112.28292;-12.01671
-8.14625;112.28292;-12.01671
-8.14542;112.28292;-12.01671
-8.14375;112.28292;-12.01671
-8.13625;112.28125;-12.01671
-8.13625;112.28125;-12.01671
-8.13542;112.28125;-12.01671
-8.12375;112.27875;-12.01671
-8.28875;112.31708;-12.01671
-8.28792;112.31708;-12.01671
-8.27042;112.31292;-12.01671
-8.27042;112.31292;-12.01671
-8.26875;112.31292;-12.01671
-8.26792;112.31292;-12.01671
-8.26792;112.31292;-12.01671
-8.26542;112.31208;-12.01671
-8.26458;112.31208;-12.01671
-8.26375;112.31125;-12.01671
-8.25708;112.31042;-12.01671
-8.23125;112.30375;-12.01671
-8.21792;112.30125;-12.01671
-8.16625;112.28875;-12.01671
-8.16542;112.28792;-12.01671
-8.16542;112.28792;-12.01671
-8.16458;112.28792;-12.01671
-8.15542;112.28625;-12.01671
-8.14542;112.28375;-12.01671
-8.14375;112.28375;-12.01671
-8.14292;112.28375;-12.01671
-8.13625;112.28208;-12.01671
-8.13542;112.28208;-12.01671
-8.12792;112.28042;-12.01671
-8.12708;112.28042;-12.01671
-8.28708;112.31792;-12.01671
-8.28292;112.31708;-12.01671
-8.27708;112.31458;-12.01671
-8.26958;112.31375;-12.01671
-8.26958;112.31375;-12.01671
-8.26708;112.31375;-12.01671
-8.26625;112.31292;-12.01671
-8.26542;112.31292;-12.01671
-8.25708;112.31125;-12.01671
-8.24875;112.30875;-12.01671
-8.23125;112.30458;-12.01671
-8.22875;112.30375;-12.01671
-8.22042;112.30208;-12.01671
-8.21958;112.30208;-12.01671
-8.21458;112.30125;-12.01671
-8.21458;112.30125;-12.01671
-8.21292;112.30125;-12.01671
-8.21208;112.30042;-12.01671
-8.16542;112.28875;-12.01671
-8.16458;112.28875;-12.01671
-8.16458;112.28875;-12.01671
-8.15708;112.28708;-12.01671
-8.15708;112.28708;-12.01671
-8.15625;112.28708;-12.01671
-8.14458;112.28458;-12.01671
-8.14375;112.28458;-12.01671
-8.14292;112.28458;-12.01671
-8.14208;112.28375;-12.01671
-8.13042;112.28125;-12.01671
-8.13042;112.28125;-12.01671
-8.12958;112.28125;-12.01671
-8.12875;112.28125;-12.01671
-8.12792;112.28125;-12.01671
-8.12792;112.28125;-12.01671
-8.12708;112.28125;-12.01671
-8.28708;112.31875;-12.01671
-8.28625;112.31875;-12.01671
-8.28292;112.31792;-12.01671
-8.27708;112.31542;-12.01671
-8.27708;112.31542;-12.01671
-8.26292;112.31292;-12.01671
-8.25708;112.31208;-12.01671
-8.25125;112.31042;-12.01671
-8.25042;112.31042;-12.01671
-8.24958;112.30958;-12.01671
-8.24958;112.30958;-12.01671
-8.24625;112.30875;-12.01671
-8.23125;112.30542;-12.01671
-8.22042;112.30292;-12.01671
-8.21542;112.30208;-12.01671
-8.21458;112.30208;-12.01671
-8.21375;112.30208;-12.01671
-8.21375;112.30208;-12.01671
-8.21292;112.30208;-12.01671
-8.15625;112.28792;-12.01671
-8.15625;112.28792;-12.01671
-8.14542;112.28542;-12.01671
-8.14458;112.28542;-12.01671
-8.14292;112.28542;-12.01671
-8.14208;112.28458;-12.01671
-8.14208;112.28458;-12.01671
-8.13458;112.28292;-12.01671
-8.12958;112.28208;-12.01671
-8.12958;112.28208;-12.01671
-8.12875;112.28208;-12.01671
-8.12792;112.28208;-12.01671
-8.12708;112.28208;-12.01671
-8.12708;112.28208;-12.01671
-8.12625;112.28125;-12.01671
-8.12542;112.28125;-12.01671
-8.28292;112.31875;-12.01671
-8.28125;112.31875;-12.01671
-8.27708;112.31625;-12.01671
-8.26542;112.31458;-12.01671
-8.25708;112.31292;-12.01671
-8.23042;112.30625;-12.01671
-8.22208;112.30458;-12.01671
-8.22125;112.30375;-12.01671
-8.21375;112.30292;-12.01671
-8.21292;112.30292;-12.01671
-8.21292;112.30208;-12.01671
-8.15792;112.28958;-12.01671
-8.14625;112.28625;-12.01671
-8.14625;112.28625;-12.01671
-8.14458;112.28625;-12.01671
-8.14292;112.28625;-12.01671
-8.14125;112.28542;-12.01671
-8.14125;112.28542;-12.01671
-8.14042;112.28542;-12.01671
-8.12875;112.28292;-12.01671
-8.12875;112.28292;-12.01671
-8.12792;112.28292;-12.01671
-8.12708;112.28292;-12.01671
-8.12625;112.28208;-12.01671
-8.12542;112.28208;-12.01671
-8.12458;112.28208;-12.01671
-8.28542;112.32042;-12.01671
-8.27708;112.31708;-12.01671
-8.26542;112.31542;-12.01671
-8.26458;112.31542;-12.01671
-8.26458;112.31542;-12.01671
-8.25708;112.31375;-12.01671
-8.25708;112.31375;-12.01671
-8.24292;112.30958;-12.01671
-8.22375;112.30542;-12.01671
-8.22292;112.30542;-12.01671
-8.22208;112.30542;-12.01671
-8.22208;112.30542;-12.01671
-8.21375;112.30375;-12.01671
-8.21292;112.30375;-12.01671
-8.16208;112.29042;-12.01671
-8.15792;112.29042;-12.01671
-8.15708;112.28958;-12.01671
-8.15625;112.28958;-12.01671
-8.15542;112.28958;-12.01671
-8.14542;112.28708;-12.01671
-8.14458;112.28708;-12.01671
-8.14375;112.28708;-12.01671
-8.14292;112.28708;-12.01671
-8.14292;112.28708;-12.01671
-8.14125;112.28625;-12.01671
-8.14042;112.28625;-12.01671
-8.14042;112.28625;-12.01671
-8.13042;112.28458;-12.01671
-8.13042;112.28375;-12.01671
-8.12875;112.28375;-12.01671
-8.12792;112.28375;-12.01671
-8.12792;112.28375;-12.01671
-8.12708;112.28375;-12.01671
-8.12458;112.28292;-12.01671
-8.12375;112.28292;-12.01671
-8.12292;112.28292;-12.01671
-8.12292;112.28292;-12.01671
-8.28542;112.32125;-12.01671
-8.27708;112.31792;-12.01671
-8.27125;112.31792;-12.01671
-8.27042;112.31708;-12.01671
-8.26792;112.31708;-12.01671
-8.26542;112.31625;-12.01671
-8.25708;112.31458;-12.01671
-8.25708;112.31458;-12.01671
-8.25208;112.31292;-12.01671
-8.23125;112.30792;-12.01671
-8.22292;112.30625;-12.01671
-8.21375;112.30458;-12.01671
-8.16292;112.29208;-12.01671
-8.16125;112.29125;-12.01671
-8.16125;112.29125;-12.01671
-8.14458;112.28792;-12.01671
-8.14458;112.28792;-12.01671
-8.14375;112.28792;-12.01671
-8.14292;112.28792;-12.01671
-8.14208;112.28792;-12.01671
-8.14208;112.28708;-12.01671
-8.14125;112.28708;-12.01671
-8.14042;112.28708;-12.01671
-8.12958;112.28458;-12.01671
-8.12708;112.28458;-12.01671
-8.27042;112.31875;-12.01671
-8.26792;112.31792;-12.01671
-8.25708;112.31542;-12.01671
-8.25625;112.31542;-12.01671
-8.25292;112.31458;-12.01671
-8.25208;112.31375;-12.01671
-8.24625;112.31208;-12.01671
-8.23542;112.30958;-12.01671
-8.23125;112.30875;-12.01671
-8.22458;112.30708;-12.01671
-8.22375;112.30708;-12.01671
-8.22375;112.30708;-12.01671
-8.16625;112.29375;-12.01671
-8.16208;112.29292;-12.01671
-8.14542;112.28875;-12.01671
-8.14375;112.28875;-12.01671
-8.14375;112.28875;-12.01671
-8.14292;112.28875;-12.01671
-8.14125;112.28792;-12.01671
-8.14125;112.28792;-12.01671
-8.14042;112.28792;-12.01671
-8.13125;112.28625;-12.01671
-8.13125;112.28625;-12.01671
-8.12958;112.28542;-12.01671
-8.12875;112.28542;-12.01671
-8.12875;112.28542;-12.01671
-8.12792;112.28542;-12.01671
-8.12708;112.28542;-12.01671
-8.12625;112.28542;-12.01671
-8.12625;112.28458;-12.01671
-8.28208;112.32208;-12.01671
-8.27125;112.31958;-12.01671
-8.27042;112.31958;-12.01671
-8.26958;112.31958;-12.01671
-8.26958;112.31875;-12.01671
-8.26792;112.31875;-12.01671
-8.26125;112.31708;-12.01671
-8.22542;112.30792;-12.01671
-8.22542;112.30792;-12.01671
-8.22458;112.30792;-12.01671
-8.16625;112.29458;-12.01671
-8.15958;112.29292;-12.01671
-8.14625;112.29042;-12.01671
-8.14542;112.28958;-12.01671
-8.14375;112.28958;-12.01671
-8.14292;112.28958;-12.01671
-8.14292;112.28958;-12.01671
-8.14208;112.28958;-12.01671
-8.14125;112.28875;-12.01671
-8.13375;112.28708;-12.01671
-8.13292;112.28708;-12.01671
-8.13292;112.28708;-12.01671
-8.13208;112.28708;-12.01671
-8.13125;112.28708;-12.01671
-8.13042;112.28708;-12.01671
-8.12875;112.28625;-12.01671
-8.12792;112.28625;-12.01671
-8.12792;112.28625;-12.01671
-8.12542;112.28542;-12.01671
-8.12542;112.28542;-12.01671
-8.27958;112.32208;-12.01671
-8.26958;112.31958;-12.01671
-8.26792;112.31958;-12.01671
-8.26708;112.31958;-12.01671
-8.26375;112.31875;-12.01671
-8.26125;112.31792;-12.01671
-8.22458;112.30875;-12.01671
-8.21292;112.30625;-12.01671
-8.15958;112.29375;-12.01671
-8.14625;112.29125;-12.01671
-8.14542;112.29042;-12.01671
-8.14458;112.29042;-12.01671
-8.14375;112.29042;-12.01671
-8.14292;112.29042;-12.01671
-8.14208;112.29042;-12.01671
-8.14208;112.28958;-12.01671
-8.14125;112.28958;-12.01671
-8.13708;112.28875;-12.01671
-8.13708;112.28875;-12.01671
-8.13292;112.28792;-12.01671
-8.13208;112.28792;-12.01671
-8.13208;112.28792;-12.01671
-8.13125;112.28792;-12.01671
-8.13042;112.28792;-12.01671
-8.12875;112.28708;-12.01671
-8.12792;112.28708;-12.01671
-8.12708;112.28708;-12.01671
-8.12708;112.28708;-12.01671
-8.12625;112.28708;-12.01671
-8.12542;112.28625;-12.01671
-8.12542;112.28625;-12.01671
-8.12458;112.28625;-12.01671
-8.28208;112.32375;-12.01671
-8.27292;112.32125;-12.01671
-8.26875;112.32042;-12.01671
-8.26875;112.32042;-12.01671
-8.26792;112.32042;-12.01671
-8.26708;112.32042;-12.01671
-8.26208;112.31958;-12.01671
-8.26125;112.31875;-12.01671
-8.23458;112.31208;-12.01671
-8.21292;112.30708;-12.01671
-8.21208;112.30708;-12.01671
-8.18625;112.30042;-12.01671
-8.18542;112.30042;-12.01671
-8.18542;112.30042;-12.01671
-8.16042;112.29458;-12.01671
-8.15792;112.29458;-12.01671
-8.15708;112.29375;-12.01671
-8.15625;112.29375;-12.01671
-8.15042;112.29292;-12.01671
-8.14708;112.29208;-12.01671
-8.14625;112.29208;-12.01671
-8.14625;112.29125;-12.01671
-8.14458;112.29125;-12.01671
-8.14375;112.29125;-12.01671
-8.14208;112.29125;-12.01671
-8.14125;112.29042;-12.01671
-8.13625;112.28958;-12.01671
-8.13625;112.28958;-12.01671
-8.13125;112.28875;-12.01671
-8.13042;112.28875;-12.01671
-8.12958;112.28792;-12.01671
-8.12958;112.28792;-12.01671
-8.12708;112.28792;-12.01671
-8.12708;112.28792;-12.01671
-8.12625;112.28792;-12.01671
-8.12458;112.28708;-12.01671
-8.28125;112.32458;-12.01671
-8.27625;112.32292;-12.01671
-8.27542;112.32292;-12.01671
-8.27458;112.32292;-12.01671
-8.27375;112.32292;-12.01671
-8.26958;112.32208;-12.01671
-8.26875;112.32125;-12.01671
-8.26792;112.32125;-12.01671
-8.26708;112.32125;-12.01671
-8.26625;112.32125;-12.01671
-8.26458;112.32042;-12.01671
-8.26208;112.32042;-12.01671
-8.26125;112.32042;-12.01671
-8.26042;112.31958;-12.01671
-8.25625;112.31875;-12.01671
-8.23708;112.31292;-12.01671
-8.22542;112.31042;-12.01671
-8.22542;112.31042;-12.01671
-8.22458;112.31042;-12.01671
-8.18625;112.30125;-12.01671
-8.18542;112.30125;-12.01671
-8.16042;112.29542;-12.01671
-8.16042;112.29542;-12.01671
-8.15958;112.29542;-12.01671
-8.15875;112.29542;-12.01671
-8.15792;112.29542;-12.01671
-8.15792;112.29542;-12.01671
-8.15708;112.29458;-12.01671
-8.14708;112.29292;-12.01671
-8.14375;112.29208;-12.01671
-8.14375;112.29208;-12.01671
-8.14125;112.29125;-12.01671
-8.13625;112.29042;-12.01671
-8.13542;112.29042;-12.01671
-8.13125;112.28958;-12.01671
-8.13125;112.28958;-12.01671
-8.13042;112.28958;-12.01671
-8.12958;112.28875;-12.01671
-8.12875;112.28875;-12.01671
-8.12625;112.28875;-12.01671
-8.12625;112.28875;-12.01671
-8.12542;112.28792;-12.01671
-8.12458;112.28792;-12.01671
-8.12375;112.28792;-12.01671
-8.12375;112.28792;-12.01671
-8.29375;112.32792;-12.01671
-8.29375;112.32792;-12.01671
-8.28125;112.32542;-12.01671
-8.27375;112.32375;-12.01671
-8.27125;112.32292;-12.01671
-8.27042;112.32292;-12.01671
-8.26875;112.32208;-12.01671
-8.26792;112.32208;-12.01671
-8.26208;112.32125;-12.01671
-8.26208;112.32125;-12.01671
-8.26042;112.32042;-12.01671
-8.25625;112.31958;-12.01671
-8.22542;112.31125;-12.01671
-8.22208;112.31042;-12.01671
-8.18708;112.30292;-12.01671
-8.18625;112.30292;-12.01671
-8.18625;112.30208;-12.01671
-8.17875;112.30125;-12.01671
-8.16708;112.29792;-12.01671
-8.16708;112.29792;-12.01671
-8.15792;112.29625;-12.01671
-8.15708;112.29625;-12.01671
-8.14792;112.29375;-12.01671
-8.14708;112.29375;-12.01671
-8.14625;112.29375;-12.01671
-8.14458;112.29292;-12.01671
-8.13542;112.29125;-12.01671
-8.13458;112.29125;-12.01671
-8.13125;112.29042;-12.01671
-8.13042;112.29042;-12.01671
-8.13042;112.29042;-12.01671
-8.12875;112.28958;-12.01671
-8.12792;112.28958;-12.01671
-8.12542;112.28875;-12.01671
-8.12458;112.28875;-12.01671
-8.12375;112.28875;-12.01671
-8.12292;112.28875;-12.01671
-8.12292;112.28875;-12.01671
-8.29292;112.32875;-12.01671
-8.27792;112.32542;-12.01671
-8.27292;112.32375;-12.01671
-8.26875;112.32292;-12.01671
-8.26875;112.32292;-12.01671
-8.26792;112.32292;-12.01671
-8.26708;112.32292;-12.01671
-8.26542;112.32292;-12.01671
-8.26458;112.32292;-12.01671
-8.26292;112.32208;-12.01671
-8.22542;112.31208;-12.01671
-8.17875;112.30208;-12.01671
-8.16792;112.29875;-12.01671
-8.16708;112.29875;-12.01671
-8.15708;112.29708;-12.01671
-8.15125;112.29542;-12.01671
-8.15042;112.29542;-12.01671
-8.14875;112.29458;-12.01671
-8.14792;112.29458;-12.01671
-8.14708;112.29458;-12.01671
-8.14708;112.29458;-12.01671
-8.14542;112.29375;-12.01671
-8.14458;112.29375;-12.01671
-8.13375;112.29125;-12.01671
-8.13292;112.29125;-12.01671
-8.13208;112.29125;-12.01671
-8.13208;112.29125;-12.01671
-8.12792;112.29042;-12.01671
-8.12708;112.29042;-12.01671
-8.12708;112.29042;-12.01671
-8.12542;112.28958;-12.01671
-8.12458;112.28958;-12.01671
-8.12458;112.28958;-12.01671
-8.12375;112.28958;-12.01671
-8.12292;112.28958;-12.01671
-8.29208;112.32958;-12.01671
-8.28875;112.32875;-12.01671
-8.28125;112.32708;-12.01671
-8.26875;112.32375;-12.01671
-8.26792;112.32375;-12.01671
-8.26792;112.32375;-12.01671
-8.26708;112.32375;-12.01671
-8.26125;112.32292;-12.01671
-8.25708;112.32125;-12.01671
-8.23125;112.31458;-12.01671
-8.22542;112.31292;-12.01671
-8.21292;112.31042;-12.01671
-8.21208;112.31042;-12.01671
-8.17958;112.30208;-12.01671
-8.17875;112.30208;-12.01671
-8.17708;112.30208;-12.01671
-8.17625;112.30208;-12.01671
-8.16792;112.29958;-12.01671
-8.16792;112.29958;-12.01671
-8.15708;112.29708;-12.01671
-8.14792;112.29542;-12.01671
-8.14708;112.29542;-12.01671
-8.14458;112.29458;-12.01671
-8.14375;112.29458;-12.01671
-8.13792;112.29375;-12.01671
-8.13708;112.29292;-12.01671
-8.13375;112.29208;-12.01671
-8.13292;112.29208;-12.01671
-8.13208;112.29208;-12.01671
-8.13125;112.29208;-12.01671
-8.12375;112.29042;-12.01671
-8.12375;112.29042;-12.01671
-8.12292;112.29042;-12.01671
-8.29125;112.32958;-12.01671
-8.26875;112.32458;-12.01671
-8.25708;112.32208;-12.01671
-8.22542;112.31375;-12.01671
-8.22458;112.31375;-12.01671
-8.21208;112.31125;-12.01671
-8.19042;112.30625;-12.01671
-8.17708;112.30292;-12.01671
-8.17708;112.30292;-12.01671
-8.17625;112.30292;-12.01671
-8.17542;112.30292;-12.01671
-8.17458;112.30208;-12.01671
-8.16958;112.30125;-12.01671
-8.16958;112.30125;-12.01671
-8.16792;112.30042;-12.01671
-8.16208;112.29958;-12.01671
-8.14792;112.29625;-12.01671
-8.13792;112.29458;-12.01671
-8.13792;112.29458;-12.01671
-8.13708;112.29375;-12.01671
-8.13625;112.29375;-12.01671
-8.13375;112.29375;-12.01671
-8.13292;112.29292;-12.01671
-8.13292;112.29292;-12.01671
-8.13208;112.29292;-12.01671
-8.13125;112.29292;-12.01671
-8.13042;112.29292;-12.01671
-8.13042;112.29292;-12.01671
-8.34208;112.33708;-12.01671
-8.34125;112.33708;-12.01671
-8.34125;112.33708;-12.01671
-8.29042;112.33042;-12.01671
-8.28708;112.32958;-12.01671
-8.26958;112.32625;-12.01671
-8.26958;112.32542;-12.01671
-8.26875;112.32542;-12.01671
-8.25708;112.32375;-12.01671
-8.25708;112.32292;-12.01671
-8.25458;112.32292;-12.01671
-8.24375;112.31958;-12.01671
-8.24375;112.31875;-12.01671
-8.23292;112.31625;-12.01671
-8.22542;112.31458;-12.01671
-8.21125;112.31208;-12.01671
-8.19042;112.30708;-12.01671
-8.19042;112.30708;-12.01671
-8.18125;112.30458;-12.01671
-8.18125;112.30458;-12.01671
-8.17375;112.30292;-12.01671
-8.17292;112.30292;-12.01671
-8.17208;112.30292;-12.01671
-8.17042;112.30208;-12.01671
-8.16875;112.30208;-12.01671
-8.16792;112.30125;-12.01671
-8.16292;112.30042;-12.01671
-8.16208;112.30042;-12.01671
-8.15458;112.29875;-12.01671
-8.15458;112.29875;-12.01671
-8.13708;112.29458;-12.01671
-8.13542;112.29458;-12.01671
-8.13458;112.29458;-12.01671
-8.13458;112.29458;-12.01671
